,Player,Team,AGE,GP_x,W,L,MIN,PTS,FGA,FG%,3PA,3P%,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Year,累積前三隊,當年有無入選,勝率,position,DFG_percent,DIFF_percent,year
111,Tony Parker,SAS,34,72,59,13,27.5,11.9,9.9,49.3,0.9,41.5,2.4,76.0,0.2,2.2,2.4,5.3,1.8,0.8,0.2,1.6,23.6,3,0,5.7,2016,4,False,0.82,G,58.3,5.1,2016
112,Omri Casspi,SAC,28,69,27,42,27.3,11.8,9.0,48.1,4.0,40.9,2.3,64.8,0.8,5.1,5.9,1.4,1.4,0.8,0.2,2.2,22.8,6,0,0.1,2016,0,False,0.39,F,62.1,6.8,2016
113,Nikola Mirotic,CHI,25,66,37,29,24.9,11.8,9.2,40.7,5.2,39.0,2.7,80.7,0.9,4.6,5.5,1.5,1.5,0.9,0.7,2.3,23.8,5,0,0.6,2016,0,False,0.56,F,57.1,2.7,2016
114,CJ Miles,IND,29,64,34,30,22.9,11.8,9.9,40.9,6.0,36.7,1.9,75.0,0.4,2.3,2.7,1.0,1.1,0.8,0.5,2.2,19.3,0,0,0.0,2016,0,False,0.53,F-G,49.0,-4.9,2016
115,Jeff Green,LAC,29,80,48,32,28.2,11.7,10.3,43.0,2.7,31.5,2.8,74.5,0.9,3.2,4.2,1.7,1.2,0.7,0.5,2.1,21.8,1,0,-0.5,2016,0,False,0.6,F,53.6,-0.6,2016
116,Harrison Barnes,GSW,24,66,59,7,30.9,11.7,9.6,46.6,3.2,38.3,2.0,76.1,1.2,3.8,4.9,1.8,0.9,0.6,0.2,2.1,21.8,1,0,6.8,2016,0,False,0.89,F,56.0,0.4,2016
117,Jeremy Lin,CHA,27,78,47,31,26.3,11.7,9.3,41.2,2.9,33.6,3.7,81.5,0.5,2.7,3.2,3.0,1.9,0.7,0.5,2.1,22.1,1,0,1.1,2016,0,False,0.6,G,49.6,-4.3,2016
118,Marvin Williams,CHA,30,81,47,34,28.9,11.7,9.2,45.2,4.7,40.2,1.8,83.3,1.6,4.9,6.4,1.4,0.8,0.7,1.0,1.6,25.7,10,0,3.1,2016,0,False,0.58,F,51.5,-3.3,2016
119,Kent Bazemore,ATL,26,75,44,31,27.8,11.6,9.7,44.1,4.1,35.7,2.0,81.5,0.4,4.7,5.1,2.3,1.8,1.3,0.5,2.3,24.7,1,0,1.0,2016,0,False,0.59,F-G,52.7,-2.7,2016
120,Otto Porter Jr.,WAS,23,75,36,39,30.3,11.6,9.6,47.3,3.6,36.7,1.7,75.4,1.3,3.9,5.2,1.6,0.9,1.4,0.4,2.2,24.8,5,0,0.6,2016,0,False,0.48,F,62.4,8.4,2016
121,Michael Carter-Williams,MIL,24,54,21,33,30.5,11.5,10.3,45.2,1.0,27.3,3.0,65.4,0.9,4.2,5.1,5.2,2.8,1.5,0.8,3.0,29.4,6,0,-2.4,2016,0,False,0.39,G,56.9,2.8,2016
122,Jordan Hamilton,NOP,25,11,4,7,27.6,11.4,10.5,42.2,4.1,28.9,1.9,66.7,1.1,4.5,5.6,2.3,1.5,0.7,0.3,2.2,23.0,1,0,-5.8,2016,0,False,0.36,G-F,63.3,10.3,2016
123,Julius Randle,LAL,21,81,17,64,28.2,11.3,10.3,42.9,0.4,27.8,3.3,71.5,2.1,8.1,10.2,1.8,1.8,0.7,0.4,3.0,27.5,34,1,-8.4,2016,0,False,0.21,F,61.2,6.5,2016
124,Bojan Bogdanovic,BKN,27,79,21,58,26.8,11.2,9.5,43.3,4.3,38.2,1.7,83.3,0.5,2.8,3.2,1.3,1.5,0.4,0.1,1.5,16.8,1,0,-4.9,2016,0,False,0.27,G-F,70.0,15.0,2016
125,Nerlens Noel,PHI,22,67,10,57,29.3,11.1,8.8,52.1,0.0,50.0,3.4,59.0,2.3,5.8,8.1,1.8,2.4,1.8,1.5,2.9,31.0,16,0,-6.9,2016,0,False,0.15,F-C,51.0,-4.7,2016
126,Sean Kilpatrick,BKN,26,31,7,24,19.9,11.1,8.7,45.6,3.7,34.2,2.2,89.6,0.4,1.4,1.8,0.9,1.0,0.4,0.1,1.2,15.1,0,0,-4.7,2016,0,False,0.23,G,71.7,18.2,2016
127,DeMarre Carroll,TOR,29,26,16,10,30.2,11.0,10.4,38.9,4.5,39.0,1.9,60.0,1.2,3.5,4.7,1.0,1.1,1.7,0.2,2.4,22.9,0,0,1.7,2016,0,False,0.62,F,64.0,8.7,2016
128,Dennis Schroder,ATL,22,80,47,33,20.3,11.0,9.8,42.1,3.0,32.2,2.3,79.1,0.3,2.2,2.6,4.4,2.3,0.9,0.1,1.7,21.3,2,0,2.8,2016,0,False,0.59,G,52.6,-0.8,2016
129,Isaiah Canaan,PHI,25,77,10,67,25.5,11.0,9.4,36.0,6.3,36.3,2.3,83.3,0.3,2.0,2.3,1.8,1.2,0.7,0.2,1.7,17.8,0,0,-6.3,2016,0,False,0.13,G,59.4,6.3,2016
130,T.J. Warren,PHX,22,47,14,33,22.8,11.0,9.4,50.1,1.5,40.0,1.4,70.3,1.2,1.9,3.1,0.9,0.7,0.8,0.3,2.0,18.8,1,0,-2.4,2016,0,False,0.3,F,60.0,4.2,2016
131,J.J. Barea,DAL,32,74,38,36,22.5,10.9,9.6,44.6,3.5,38.5,1.3,77.1,0.4,1.7,2.1,4.1,1.5,0.4,0.0,1.5,19.1,2,0,-1.0,2016,0,False,0.51,G,65.0,12.0,2016
132,Elfrid Payton,ORL,22,73,32,41,29.4,10.7,10.0,43.6,1.3,32.6,2.6,58.9,1.1,2.5,3.6,6.4,2.4,1.2,0.3,2.2,26.6,14,1,-1.0,2016,0,False,0.44,G,61.1,7.9,2016
133,Trey Burke,UTA,23,64,31,33,21.3,10.6,9.9,41.3,4.0,34.4,1.3,81.7,0.3,1.5,1.8,2.3,1.3,0.5,0.1,1.3,16.9,0,0,0.0,2016,0,False,0.48,G,61.2,8.3,2016
134,Norris Cole,NOP,27,45,20,25,26.6,10.6,10.8,40.5,2.3,32.4,1.4,80.0,0.2,3.1,3.4,3.7,1.7,0.8,0.1,2.3,21.3,2,0,-2.3,2016,0,False,0.44,G,67.3,13.3,2016
135,Evan Turner,BOS,27,81,47,34,28.0,10.5,9.3,45.6,1.0,24.1,2.2,82.7,0.6,4.3,4.9,4.4,2.1,1.0,0.3,1.7,25.0,4,0,1.2,2016,0,False,0.58,G-F,55.4,0.5,2016
136,Shabazz Muhammad,MIN,23,82,29,53,20.5,10.5,8.3,46.5,1.9,28.9,3.0,76.4,1.2,2.0,3.3,0.6,0.9,0.3,0.1,1.1,15.7,0,0,-3.3,2016,0,False,0.35,F,59.4,5.9,2016
137,Jerryd Bayless,MIL,27,52,21,31,28.9,10.4,8.4,42.3,4.4,43.7,1.7,77.8,0.4,2.3,2.7,3.1,1.4,0.9,0.2,2.1,20.3,1,0,-3.6,2016,0,False,0.4,G,54.9,1.3,2016
138,Ersan Ilyasova,ORL,29,74,35,39,25.4,10.4,8.9,42.4,3.5,37.1,2.1,72.1,1.9,3.5,5.4,0.9,1.0,0.7,0.4,2.3,20.7,4,0,-1.9,2016,0,False,0.47,F,57.7,3.0,2016
139,Myles Turner,IND,20,60,32,28,22.8,10.3,8.8,49.8,0.2,21.4,2.0,72.7,1.1,4.4,5.5,0.7,1.1,0.4,1.4,2.6,22.4,4,0,-1.2,2016,0,False,0.53,F-C,51.0,-3.5,2016
140,Jared Sullinger,BOS,24,81,47,34,23.6,10.3,10.0,43.5,1.3,28.2,2.0,64.0,2.4,5.9,8.3,2.3,1.3,0.9,0.6,2.6,27.0,25,0,2.6,2016,0,False,0.58,C-F,53.5,-1.6,2016
141,Mario Chalmers,MIA,30,61,38,23,22.5,10.3,7.3,41.0,2.4,30.9,4.3,83.2,0.4,2.2,2.6,3.8,1.8,1.4,0.2,3.0,22.2,0,0,1.2,2016,0,False,0.62,G,56.1,3.7,2016
142,Allen Crabbe,POR,24,81,43,38,26.0,10.3,8.4,45.9,3.5,39.3,1.4,86.7,0.3,2.3,2.7,1.2,0.8,0.8,0.2,2.4,17.4,0,0,0.5,2016,0,False,0.53,G,54.5,0.9,2016
143,Robin Lopez,NYK,28,82,32,50,27.1,10.3,8.1,53.9,0.0,0.0,2.0,79.5,3.3,4.1,7.3,1.4,1.6,0.2,1.6,2.2,24.8,15,0,-1.2,2016,0,False,0.39,C,47.8,-7.2,2016
144,Marco Belinelli,SAC,30,68,27,41,24.6,10.2,9.3,38.6,4.4,30.6,2.0,83.3,0.1,1.6,1.7,1.9,1.2,0.5,0.0,1.3,15.6,0,0,-2.7,2016,0,False,0.4,G-F,67.7,13.1,2016
145,Al-Farouq Aminu,POR,25,82,44,38,28.5,10.2,8.8,41.6,4.3,36.1,1.9,73.7,1.2,4.9,6.1,1.7,1.5,0.9,0.6,2.1,23.2,8,0,0.7,2016,0,False,0.54,F,53.8,-2.0,2016
146,Gorgui Dieng,MIN,26,82,29,53,27.1,10.1,7.1,53.2,0.2,30.0,3.0,82.7,1.9,5.2,7.1,1.7,1.7,1.1,1.2,2.7,26.5,15,0,-0.1,2016,0,False,0.35,C-F,55.9,1.0,2016
147,Ricky Rubio,MIN,25,76,28,48,30.6,10.1,7.7,37.4,2.5,32.6,4.1,84.7,0.5,3.8,4.3,8.7,2.5,2.1,0.1,2.6,32.5,14,0,0.2,2016,0,False,0.37,G,63.7,9.7,2016
148,Matt Barnes,MEM,36,76,38,38,28.8,10.0,9.1,38.1,4.9,32.2,1.8,80.4,1.1,4.4,5.5,2.1,1.6,1.0,0.8,3.1,23.6,7,1,-2.8,2016,0,False,0.5,F,61.8,7.0,2016
149,Kelly Olynyk,BOS,25,69,40,29,20.2,10.0,8.1,45.5,3.0,40.5,1.9,75.0,1.0,3.0,4.1,1.5,1.1,0.8,0.5,2.4,19.7,1,0,3.2,2016,0,False,0.58,C-F,53.7,-0.4,2016
150,Nikola Jokic,DEN,21,80,31,49,21.7,10.0,7.5,51.2,1.1,33.3,2.4,81.1,2.3,4.7,7.0,2.4,1.3,1.0,0.6,2.6,25.4,16,0,1.2,2016,0,False,0.39,C,49.7,-5.6,2016
151,Ramon Sessions,WAS,30,82,41,41,20.3,9.9,7.2,47.3,1.4,32.4,3.5,75.6,0.3,2.2,2.5,2.9,1.4,0.6,0.1,1.2,17.7,3,0,-0.7,2016,0,False,0.5,G,64.7,11.9,2016
152,Terrence Ross,TOR,25,73,53,20,23.9,9.9,8.6,43.1,4.6,38.6,0.8,79.0,0.3,2.2,2.5,0.8,0.6,0.7,0.3,1.6,16.7,1,0,3.3,2016,0,False,0.73,F-G,50.6,-3.8,2016
153,Patrick Beverley,HOU,27,71,35,36,28.7,9.9,8.4,43.4,4.4,40.0,1.2,68.2,1.0,2.5,3.5,3.4,1.3,1.3,0.4,3.3,22.9,1,0,1.9,2016,0,False,0.49,G,56.4,2.0,2016
154,Hollis Thompson,PHI,25,77,10,67,28.0,9.8,8.8,39.7,5.1,38.0,1.2,71.9,0.7,2.8,3.5,1.3,1.0,0.5,0.3,2.4,17.4,0,0,-4.8,2016,0,False,0.13,G-F,56.9,2.1,2016
155,Dion Waiters,OKC,24,78,53,25,27.6,9.8,9.1,39.9,3.1,35.8,2.0,71.3,0.5,2.1,2.6,2.0,1.5,1.0,0.2,1.8,18.0,0,0,2.7,2016,0,False,0.68,G,52.4,-1.2,2016
156,Carl Landry,PHI,32,36,5,31,15.8,9.8,6.9,55.6,0.4,46.2,2.5,73.6,1.4,2.7,4.1,0.9,0.6,0.3,0.3,1.9,17.1,0,0,-3.1,2016,0,False,0.14,F,57.8,3.3,2016
157,Gary Neal,WAS,31,40,18,22,20.2,9.8,8.1,46.5,2.5,41.0,1.4,85.5,0.3,1.8,2.1,1.2,0.7,0.5,0.0,1.4,14.9,0,0,-4.1,2016,0,False,0.45,G,68.4,15.0,2016
158,Jerami Grant,PHI,22,77,9,68,26.8,9.7,7.8,41.9,1.9,24.0,4.2,65.8,1.3,3.4,4.7,1.8,1.4,0.7,1.6,2.8,23.6,3,0,-6.4,2016,0,False,0.12,F,49.0,-5.9,2016
159,Marcus Thornton,WAS,29,61,32,29,18.2,9.7,8.9,39.9,4.4,33.7,1.3,84.8,0.6,1.8,2.5,1.4,0.8,0.8,0.1,1.5,16.4,0,0,0.7,2016,0,False,0.52,F-G,65.2,10.7,2016
160,Courtney Lee,CHA,30,79,49,30,29.6,9.6,8.1,45.4,2.7,37.8,1.5,83.9,0.4,2.2,2.6,1.7,0.9,1.1,0.4,1.7,18.7,0,0,1.9,2016,0,False,0.62,G,56.2,2.2,2016
161,Manu Ginobili,SAS,38,58,47,11,19.6,9.6,7.5,45.3,3.1,39.1,1.9,81.3,0.4,2.1,2.5,3.1,1.7,1.1,0.2,1.7,19.4,0,0,5.7,2016,2,False,0.81,G,59.5,5.4,2016
162,Raymond Felton,DAL,32,80,40,40,27.4,9.5,8.5,40.6,2.7,28.2,2.2,84.7,0.5,2.8,3.2,3.6,1.5,0.9,0.2,1.8,20.3,3,1,-0.8,2016,0,False,0.5,G,56.4,2.7,2016
163,Doug McDermott,CHI,24,81,41,40,23.0,9.4,8.0,45.2,3.2,42.5,1.0,85.7,0.5,2.0,2.4,0.7,0.7,0.2,0.1,1.6,13.5,0,0,-0.8,2016,0,False,0.51,F,63.1,8.8,2016
164,Kevin Martin,SAS,33,55,24,31,19.9,9.3,7.6,37.2,2.5,36.0,3.1,89.0,0.3,1.7,2.0,1.1,1.0,0.5,0.1,1.5,13.9,0,0,-2.2,2016,0,False,0.44,G,69.4,15.2,2016
165,Derrick Williams,NYK,25,80,32,48,17.9,9.3,7.1,45.0,1.9,29.3,3.2,75.8,0.6,3.1,3.7,0.9,0.8,0.4,0.1,0.9,15.8,4,0,-2.6,2016,0,False,0.4,F,61.6,7.3,2016
166,Ian Mahinmi,IND,29,71,41,30,25.6,9.3,6.3,58.9,0.0,0.0,3.2,58.7,1.9,5.2,7.1,1.5,1.4,0.9,1.1,3.1,24.6,9,0,1.6,2016,0,False,0.58,C,52.4,-2.2,2016
167,Kyle Korver,ATL,35,80,46,34,30.0,9.2,7.7,43.4,5.0,39.8,0.7,83.3,0.2,3.1,3.3,2.1,1.2,0.8,0.4,2.0,18.6,0,0,5.4,2016,0,False,0.57,G,55.8,1.8,2016
168,Aaron Gordon,ORL,20,78,32,46,23.9,9.2,7.4,47.3,1.8,29.6,2.5,66.8,2.0,4.5,6.5,1.6,0.8,0.8,0.7,2.0,23.0,12,0,-1.0,2016,0,False,0.41,F,52.4,-1.6,2016
169,Jordan Farmar,MEM,29,12,2,10,24.3,9.2,8.3,42.0,3.8,35.6,0.8,100.0,0.3,1.8,2.1,3.1,1.5,1.3,0.2,1.8,19.0,0,0,-5.3,2016,0,False,0.17,G,50.0,-5.3,2016
170,Marcus Smart,BOS,22,61,36,25,27.3,9.1,8.7,34.8,4.0,25.3,2.7,77.7,1.2,2.9,4.2,3.0,1.3,1.5,0.3,3.0,22.8,2,1,1.4,2016,0,False,0.59,G,55.6,1.3,2016
171,Mason Plumlee,POR,26,82,44,38,25.4,9.1,6.3,51.6,0.0,0.0,4.1,64.2,2.5,5.2,7.7,2.8,1.9,0.8,1.0,3.1,26.2,15,0,0.4,2016,0,False,0.54,C-F,53.9,-1.8,2016
172,Rudy Gobert,UTA,24,61,33,28,31.7,9.1,5.8,55.9,0.0,0.0,4.6,56.9,3.4,7.5,11.0,1.5,1.9,0.7,2.2,2.7,31.5,20,0,2.5,2016,0,False,0.54,C,47.0,-8.0,2016
173,Alex Len,PHX,23,78,23,55,23.3,9.0,8.0,42.3,0.1,14.3,3.1,72.8,2.3,5.3,7.6,1.2,1.9,0.5,0.8,2.9,22.0,19,0,-3.7,2016,0,False,0.29,C,51.2,-3.9,2016
174,Gerald Green,MIA,30,69,40,29,22.6,8.9,8.5,39.2,3.8,32.3,1.3,78.3,0.4,2.0,2.4,0.8,0.7,0.6,0.3,1.8,14.8,0,0,0.6,2016,0,False,0.58,F,54.1,0.2,2016
175,Rodney Stuckey,IND,30,58,33,25,22.0,8.9,7.6,41.3,1.4,24.1,2.7,82.9,0.3,2.4,2.7,2.4,1.3,0.7,0.1,1.3,17.1,0,0,0.2,2016,0,False,0.57,G,52.7,-1.0,2016
176,Archie Goodwin,PHX,21,57,14,43,19.5,8.9,7.4,41.7,1.7,23.2,3.4,67.4,0.5,2.0,2.5,2.1,1.8,0.5,0.2,1.5,15.3,1,0,-3.7,2016,0,False,0.25,G,64.8,11.3,2016
177,Austin Rivers,LAC,23,67,42,25,21.8,8.9,7.7,43.8,2.8,33.5,1.7,68.1,0.3,1.6,1.9,1.5,0.9,0.7,0.1,2.0,15.0,0,0,-2.4,2016,0,False,0.63,G,48.2,-5.5,2016
178,Jordan Hill,IND,28,73,40,33,20.7,8.8,7.5,50.6,0.0,0.0,1.7,71.2,2.1,4.0,6.2,1.2,1.3,0.5,0.5,2.1,19.8,9,0,0.7,2016,0,False,0.55,C,53.9,-0.9,2016
179,Jeremy Lamb,CHA,24,66,40,26,18.6,8.8,7.7,45.1,2.7,30.9,1.3,72.7,0.7,3.2,3.8,1.2,0.8,0.6,0.5,1.6,17.6,1,0,2.3,2016,0,False,0.61,G,53.7,-1.2,2016
180,Cody Zeller,CHA,23,73,42,31,24.3,8.7,6.0,52.9,0.1,10.0,3.2,75.4,1.9,4.3,6.2,1.0,0.9,0.8,0.9,2.8,21.7,5,0,2.2,2016,0,False,0.58,C-F,50.1,-5.2,2016
181,Luis Scola,TOR,36,76,50,26,21.5,8.7,7.9,45.0,2.1,40.4,1.1,72.6,1.1,3.6,4.7,0.9,0.9,0.6,0.4,2.3,17.7,3,0,-0.3,2016,0,False,0.66,F,56.2,0.7,2016
182,Tyler Johnson,MIA,24,36,19,17,24.0,8.7,6.8,48.6,2.0,38.0,1.8,79.7,0.8,2.3,3.0,2.2,1.3,0.7,0.4,1.8,17.5,0,0,0.3,2016,0,False,0.53,G,47.5,-5.0,2016
183,Toney Douglas,NOP,30,61,22,39,20.7,8.7,7.3,41.1,3.3,39.9,1.6,84.8,0.4,1.9,2.3,2.6,1.0,1.1,0.1,2.1,18.0,1,0,-2.3,2016,0,False,0.36,G,62.5,8.6,2016
184,Terrence Jones,HOU,24,50,24,26,20.9,8.7,7.3,45.2,1.6,31.6,2.3,66.4,1.2,3.0,4.2,0.8,1.0,0.5,0.8,1.7,17.7,0,0,-4.8,2016,0,False,0.48,F,55.3,0.8,2016
185,Gerald Henderson,POR,28,72,39,33,19.9,8.7,7.3,43.9,1.9,35.3,2.0,76.7,0.4,2.5,2.9,1.0,0.9,0.5,0.3,1.2,15.2,0,0,0.3,2016,0,False,0.54,G,44.5,-10.2,2016
186,Gerald Henderson,POR,28,72,39,33,19.9,8.7,7.3,43.9,1.9,35.3,2.0,76.7,0.4,2.5,2.9,1.0,0.9,0.5,0.3,1.2,15.2,0,0,0.3,2016,0,False,0.54,G,44.5,-10.2,2016
187,Shelvin Mack,UTA,26,52,27,25,20.3,8.6,8.0,43.9,2.4,31.2,1.2,73.8,0.3,2.2,2.5,3.6,1.8,0.7,0.1,1.4,17.3,3,0,1.9,2016,0,False,0.52,G,57.8,3.6,2016
188,Taj Gibson,CHI,31,73,37,36,26.5,8.6,6.8,52.6,0.0,0.0,2.0,69.2,2.8,4.1,6.9,1.5,1.1,0.6,1.1,2.5,23.1,7,0,-2.1,2016,0,False,0.51,F,50.3,-4.8,2016
189,Tim Duncan,SAS,40,61,50,11,25.2,8.6,7.2,48.8,0.0,0.0,2.1,70.2,1.9,5.4,7.3,2.7,1.5,0.8,1.3,2.0,26.0,11,0,7.0,2016,15,False,0.82,C-F,45.7,-8.7,2016
190,Zaza Pachulia,DAL,32,76,40,36,26.4,8.6,6.2,46.6,0.0,0.0,3.6,76.8,3.3,6.2,9.4,1.7,1.6,0.8,0.3,2.4,24.2,26,0,0.0,2016,0,False,0.53,C,55.8,1.2,2016
191,Patty Mills,SAS,27,81,66,15,20.5,8.5,7.6,42.5,4.0,38.4,0.7,81.0,0.3,1.6,2.0,2.8,0.9,0.7,0.1,1.3,16.5,0,0,4.7,2016,0,False,0.81,G,66.2,13.3,2016
192,Jon Leuer,PHX,27,67,22,45,18.7,8.5,7.0,48.1,1.6,38.2,1.5,76.2,1.1,4.4,5.6,1.1,1.1,0.6,0.4,1.9,18.7,10,0,-1.0,2016,0,False,0.33,F,54.1,0.3,2016
193,Cory Joseph,TOR,24,80,54,26,25.6,8.5,7.3,43.9,1.4,27.3,2.2,76.4,0.5,2.1,2.6,3.1,1.3,0.8,0.3,1.6,18.1,0,0,3.4,2016,0,False,0.68,G,51.6,-1.6,2016
194,Nik Stauskas,PHI,22,73,8,65,24.8,8.5,7.5,38.5,4.5,32.6,1.6,77.1,0.3,2.2,2.5,1.9,1.3,0.6,0.3,1.6,15.6,0,0,-5.5,2016,0,False,0.11,G,51.1,-2.5,2016
195,Meyers Leonard,POR,24,61,33,28,21.8,8.4,7.1,44.8,3.7,37.7,0.8,76.1,0.8,4.3,5.1,1.5,1.3,0.1,0.3,3.0,16.8,4,0,1.6,2016,0,False,0.54,F-C,54.2,-0.8,2016
196,Tony Wroten,NYK,23,8,0,8,18.0,8.4,8.1,33.8,2.1,17.6,4.6,54.1,0.3,2.4,2.6,2.5,3.6,0.4,0.0,1.4,12.8,0,0,-8.5,2016,0,False,0.0,G,66.7,11.9,2016
197,Tony Allen,MEM,34,64,34,30,25.3,8.4,7.3,45.8,0.7,35.7,2.2,65.2,1.6,3.0,4.6,1.1,1.2,1.7,0.3,2.7,20.3,1,0,-1.4,2016,0,False,0.53,G-F,60.5,6.0,2016
198,Lance Stephenson,MEM,25,69,36,33,19.9,8.3,6.9,48.1,1.1,38.5,1.6,78.4,0.6,2.7,3.2,1.9,1.4,0.6,0.1,2.0,16.0,1,0,-0.9,2016,0,False,0.52,F-G,66.7,12.9,2016
199,Mo Williams,CLE,33,41,27,14,18.2,8.2,7.4,43.7,2.5,35.3,1.0,90.5,0.1,1.6,1.8,2.4,1.4,0.3,0.1,1.5,13.9,0,0,-1.2,2016,0,False,0.66,G,55.0,2.4,2016
200,Jusuf Nurkic,DEN,21,32,14,18,17.1,8.2,7.6,41.7,0.1,0.0,3.1,61.6,2.0,3.4,5.5,1.3,1.7,0.8,1.4,2.8,21.3,4,0,-0.2,2016,0,False,0.44,C,55.1,1.0,2016
201,Lance Thomas,NYK,28,59,25,34,22.3,8.2,6.5,44.2,1.8,40.4,2.0,85.7,0.6,1.6,2.2,0.9,1.0,0.4,0.1,1.8,12.7,0,0,-0.7,2016,0,False,0.42,F,50.8,-4.8,2016
202,Stanley Johnson,DET,20,73,37,36,23.1,8.1,8.2,37.5,2.8,30.7,1.4,78.4,0.8,3.4,4.2,1.6,1.6,0.8,0.2,2.4,16.8,3,0,-1.9,2016,0,False,0.51,F,54.1,-0.1,2016
203,P.J. Tucker,PHX,31,82,23,59,31.0,8.0,7.1,41.1,2.5,33.0,1.7,74.6,2.0,4.2,6.2,2.2,1.4,1.3,0.2,2.5,21.9,7,0,-4.3,2016,0,False,0.28,F,54.2,-0.5,2016
204,Steven Adams,OKC,22,80,54,26,25.2,8.0,5.3,61.3,0.0,0.0,2.5,58.2,2.7,3.9,6.7,0.8,1.1,0.5,1.1,2.8,21.0,6,0,6.0,2016,0,False,0.68,C,47.3,-7.7,2016
205,Joffrey Lauvergne,DEN,24,59,24,35,17.6,7.9,6.4,51.3,0.9,24.5,1.2,89.9,1.3,3.6,4.9,0.9,0.9,0.2,0.3,1.9,15.7,5,0,-3.7,2016,0,False,0.41,C-F,55.9,1.8,2016
206,Jared Dudley,WAS,30,81,40,41,25.9,7.9,6.0,47.8,2.9,42.0,1.2,73.5,0.7,2.9,3.5,2.1,1.0,0.9,0.2,2.3,17.7,0,0,0.7,2016,0,False,0.49,F,53.6,-0.5,2016
207,Tristan Thompson,CLE,25,82,57,25,27.7,7.8,5.1,58.8,0.0,0.0,3.0,61.6,3.3,5.7,9.0,0.8,0.7,0.5,0.6,2.5,22.3,23,0,4.4,2016,0,False,0.7,C-F,50.9,-3.4,2016
208,O.J. Mayo,MIL,28,41,17,24,26.6,7.8,7.8,37.1,4.0,32.1,1.0,77.5,0.3,2.2,2.6,2.9,1.8,1.2,0.2,3.1,17.6,0,0,-1.4,2016,0,False,0.41,G,61.3,6.7,2016
209,Ben McLemore,SAC,23,68,28,40,21.2,7.8,6.7,42.9,2.7,36.2,1.5,71.8,0.5,1.7,2.2,1.2,1.5,0.8,0.1,2.1,13.4,0,0,0.3,2016,0,False,0.41,G,62.2,8.3,2016
210,David Lee,DAL,33,55,27,28,16.4,7.8,6.1,53.1,0.0,0.0,1.7,76.3,1.8,3.7,5.5,1.5,1.2,0.4,0.5,2.1,18.2,4,0,-1.5,2016,1,False,0.49,F-C,52.8,-1.8,2016
211,Wayne Ellington,BKN,28,76,18,58,21.2,7.7,7.4,38.9,3.5,35.8,0.8,85.7,0.3,2.0,2.3,1.1,0.6,0.6,0.1,1.1,13.6,0,0,-4.2,2016,0,False,0.24,G,67.9,13.5,2016
212,Jameer Nelson,DEN,34,39,12,27,26.6,7.7,7.9,36.8,3.7,29.9,0.9,85.7,0.5,2.5,2.9,4.9,1.7,0.6,0.1,2.6,19.1,0,0,-3.4,2016,0,False,0.31,G,62.1,7.9,2016
213,Langston Galloway,NYK,24,82,32,50,24.8,7.6,7.2,39.3,2.7,34.4,1.4,75.4,0.5,3.0,3.5,2.5,0.7,0.9,0.3,2.2,18.5,1,0,-1.3,2016,0,False,0.39,G,51.5,-1.5,2016
214,Devin Harris,DAL,33,64,35,29,20.0,7.6,5.8,44.7,2.5,32.9,2.2,72.1,0.3,1.9,2.2,1.8,1.0,0.9,0.2,1.9,15.4,0,0,-1.4,2016,0,False,0.55,G,61.4,8.8,2016
215,Jose Calderon,NYK,34,72,29,43,28.1,7.6,6.3,45.9,2.8,41.4,0.7,87.5,0.3,2.9,3.2,4.1,1.2,0.9,0.1,1.9,19.3,1,0,-1.0,2016,0,False,0.4,G,62.9,9.0,2016
216,D.J. Augustin,DEN,28,62,35,27,19.0,7.5,5.6,42.3,2.7,40.5,2.1,80.5,0.1,1.4,1.5,3.2,1.4,0.6,0.1,1.4,14.8,2,0,-0.5,2016,0,False,0.56,G,69.7,16.4,2016
217,Darrell Arthur,DEN,28,70,26,44,21.7,7.5,7.0,45.2,1.7,38.5,0.8,75.5,1.2,3.0,4.2,1.4,0.9,0.8,0.7,2.6,18.0,2,0,-0.7,2016,0,False,0.37,F,51.8,-3.1,2016
218,E'Twaun Moore,CHI,27,59,29,30,21.4,7.5,6.6,48.1,1.8,45.2,0.6,62.9,0.3,1.9,2.3,1.7,0.9,0.6,0.3,1.7,14.6,0,0,-0.6,2016,0,False,0.49,G,51.1,-2.8,2016
219,Matthew Dellavedova,CLE,25,76,54,22,24.6,7.5,6.7,40.5,3.1,41.0,0.9,86.4,0.4,1.7,2.1,4.4,1.5,0.6,0.1,2.3,17.3,1,0,5.0,2016,0,False,0.71,G,55.9,2.9,2016
220,Frank Kaminsky,CHA,23,81,47,34,21.1,7.5,6.5,41.0,2.5,33.7,1.8,73.0,0.9,3.3,4.1,1.2,0.7,0.5,0.5,1.6,16.5,1,0,-0.2,2016,0,False,0.58,C,53.6,-0.8,2016
221,JaMychal Green,MEM,26,78,39,39,18.5,7.4,6.3,46.5,0.6,33.3,1.8,75.2,1.8,3.0,4.8,0.9,1.1,0.6,0.4,2.4,16.4,7,0,-0.6,2016,0,False,0.5,F,50.4,-4.6,2016
