,Player,Team,AGE,GP_x,W,L,MIN,PTS,FGA,FG%,3PA,3P%,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Year,累積前三隊,當年有無入選,勝率,position,DFG_percent,DIFF_percent,year
333,Justin Holiday,CHI,27,53,28,25,14.6,4.5,4.3,38.6,2.0,34.3,0.7,73.0,0.2,1.5,1.7,1.1,0.7,0.6,0.4,1.2,10.3,0,0,-1.7,2016,0,False,0.53,G,53.9,-0.7,2016
334,Jordan McRae,CLE,25,22,10,12,8.9,4.5,3.5,43.6,1.0,45.5,1.3,75.0,0.2,0.7,0.9,1.1,0.7,0.1,0.0,0.8,7.2,0,0,2.0,2016,0,False,0.45,G,40.0,-9.2,2016
335,Nikola Pekovic,MIN,30,12,2,10,13.0,4.5,4.2,38.0,0.0,0.0,1.7,80.0,0.6,1.2,1.8,0.9,0.8,0.1,0.0,1.8,7.5,0,0,-5.3,2016,0,False,0.17,C,61.0,6.8,2016
336,Kyle Anderson,SAS,22,78,64,14,16.0,4.5,3.8,46.8,0.5,32.4,1.1,74.7,0.3,2.8,3.1,1.6,0.8,0.8,0.4,1.2,13.3,1,0,2.6,2016,0,False,0.82,F,58.9,6.0,2016
337,Tyler Ennis,MIL,21,46,17,29,14.2,4.5,4.1,44.9,0.8,33.3,0.7,73.5,0.3,1.3,1.6,2.1,1.0,0.5,0.0,1.4,10.2,0,0,-1.5,2016,0,False,0.37,G,60.6,8.2,2016
338,Marcelo Huertas,LAL,33,53,8,45,16.4,4.5,4.3,42.2,1.2,26.2,0.5,93.1,0.3,1.4,1.7,3.4,1.5,0.5,0.1,1.4,12.0,0,0,0.4,2016,0,False,0.15,G,64.9,13.3,2016
339,Alonzo Gee,NOP,29,73,27,46,22.4,4.5,3.5,51.8,0.8,28.3,0.9,66.7,0.8,2.5,3.4,1.0,0.8,0.9,0.2,2.3,12.3,0,0,-2.7,2016,0,False,0.37,F,61.2,6.9,2016
340,Briante Weber,MIA,23,7,3,4,24.1,4.4,5.6,35.9,0.7,0.0,0.6,75.0,1.1,2.4,3.6,3.0,1.3,1.3,0.4,1.7,17.1,0,0,-9.6,2016,0,False,0.43,G,65.0,12.4,2016
341,Dewayne Dedmon,ORL,26,58,21,37,12.2,4.4,3.1,55.9,0.0,0.0,1.3,75.0,1.2,2.8,3.9,0.2,0.6,0.4,0.8,1.9,12.4,1,0,-0.6,2016,0,False,0.36,C,50.5,-4.2,2016
342,Steve Blake,DET,36,58,34,24,17.0,4.4,4.1,38.8,2.6,34.4,0.3,80.0,0.2,1.4,1.5,3.4,1.4,0.4,0.1,1.2,11.5,0,0,-1.0,2016,0,False,0.59,G,57.0,3.9,2016
343,Jonas Jerebko,BOS,29,78,47,31,15.1,4.4,3.7,41.3,1.4,39.8,1.0,78.2,1.0,2.7,3.7,0.8,0.7,0.3,0.3,1.8,11.0,1,0,0.4,2016,0,False,0.6,F,50.0,-3.5,2016
344,Thomas Robinson,BKN,25,71,16,55,12.9,4.3,4.1,44.7,0.0,0.0,1.5,43.1,1.9,3.1,5.1,0.6,1.0,0.5,0.5,1.6,13.6,8,0,-3.9,2016,0,False,0.23,F,50.7,-3.9,2016
345,C.J. Watson,ORL,32,33,14,19,19.9,4.3,4.2,34.3,1.5,29.2,1.2,87.2,0.3,1.7,2.0,2.7,0.8,0.6,0.2,1.5,12.1,0,0,-1.5,2016,0,False,0.42,G,58.1,3.4,2016
346,Joakim Noah,CHI,31,29,15,14,21.9,4.3,4.6,38.3,0.0,0.0,1.6,48.9,3.0,5.8,8.8,3.8,1.8,0.6,1.0,2.7,23.6,1,0,-1.2,2016,1,False,0.52,C,53.2,-0.9,2016
347,Jeff Withey,UTA,26,51,25,26,12.9,4.3,3.2,53.7,0.0,0.0,1.2,72.9,1.1,2.3,3.4,0.4,0.5,0.4,1.0,1.5,12.7,2,0,1.1,2016,0,False,0.49,C,45.9,-8.5,2016
348,Brandon Rush,GSW,30,72,63,9,14.6,4.2,3.6,42.7,2.2,41.4,0.4,64.3,0.3,2.2,2.5,0.8,0.5,0.3,0.3,0.8,9.8,0,0,-0.4,2016,0,False,0.88,F-G,57.3,3.0,2016
349,Joe Ingles,UTA,28,81,40,41,15.3,4.2,3.6,42.6,2.6,38.6,0.2,72.2,0.2,1.6,1.9,1.2,0.8,0.7,0.0,1.2,9.6,0,0,0.0,2016,0,False,0.49,F,58.9,4.2,2016
350,Ryan Kelly,LAL,25,36,3,33,13.1,4.2,4.1,36.9,1.0,13.5,1.5,68.5,0.6,2.8,3.4,0.6,0.5,0.4,0.3,1.1,10.5,0,0,0.0,2016,0,False,0.08,F,59.3,3.8,2016
351,Tyus Jones,MIN,20,37,13,24,15.5,4.2,4.2,35.9,1.4,30.2,1.1,71.8,0.2,1.1,1.3,2.9,0.9,0.8,0.1,0.9,12.0,0,0,-3.6,2016,0,False,0.35,G,73.0,17.7,2016
352,Solomon Hill,IND,25,59,31,28,14.7,4.2,3.5,44.7,1.3,32.4,0.7,85.7,0.7,2.2,2.8,1.0,0.6,0.6,0.2,1.2,10.9,1,0,0.8,2016,0,False,0.53,F,56.7,2.9,2016
353,John Jenkins,PHX,25,43,18,25,11.2,4.1,3.7,44.4,1.2,31.4,0.6,83.3,0.2,1.1,1.3,0.8,0.6,0.2,0.0,0.5,7.0,0,0,-1.5,2016,0,False,0.42,G,60.8,7.3,2016
354,Elton Brand,PHI,37,17,2,15,13.2,4.1,4.2,43.1,0.1,0.0,0.5,88.9,0.5,3.2,3.7,1.1,0.6,0.5,0.5,1.9,12.5,1,0,-2.2,2016,1,False,0.12,F,50.0,-4.0,2016
355,Chase Budinger,PHX,28,66,29,37,14.1,4.1,3.6,43.5,1.3,27.9,0.8,69.6,0.7,1.6,2.3,1.0,0.7,0.5,0.2,0.9,9.5,0,0,0.0,2016,0,False,0.44,F,51.5,-2.3,2016
356,Brian Roberts,POR,30,51,26,25,9.2,4.0,3.2,44.8,0.8,35.7,0.9,89.4,0.1,0.7,0.8,1.1,0.5,0.2,0.0,0.7,6.8,0,0,-1.2,2016,0,False,0.51,G,53.7,-0.3,2016
357,Darrun Hilliard,DET,23,38,17,21,10.1,4.0,3.4,39.7,1.3,38.0,1.1,72.5,0.1,1.1,1.2,0.7,0.5,0.2,0.0,0.7,6.8,0,0,-0.1,2016,0,False,0.45,F,56.0,4.2,2016
358,Anthony Brown,LAL,23,29,4,25,20.6,4.0,4.3,31.0,2.4,28.6,0.7,85.0,0.3,2.1,2.4,0.7,0.5,0.5,0.2,1.2,9.3,0,0,-1.2,2016,0,False,0.14,F,59.0,4.1,2016
359,Omer Asik,NOP,29,68,29,39,17.3,4.0,2.9,53.3,0.0,0.0,1.6,54.5,1.8,4.3,6.1,0.4,0.9,0.3,0.3,1.8,12.9,2,0,-3.0,2016,0,False,0.43,C,56.5,0.5,2016
360,Kevin Seraphin,NYK,26,48,15,33,11.0,3.9,4.3,41.0,0.0,0.0,0.5,82.6,0.6,2.0,2.6,1.0,0.9,0.2,0.8,1.4,10.4,0,0,-1.8,2016,0,False,0.31,F-C,44.3,-10.5,2016
361,Chris Andersen,MEM,37,27,11,16,14.9,3.9,2.7,52.8,0.5,28.6,1.3,69.4,1.3,2.3,3.6,0.4,0.3,0.6,0.5,1.1,11.7,0,0,-2.6,2016,0,False,0.41,F-C,56.6,2.1,2016
362,Delon Wright,TOR,24,27,19,8,8.5,3.8,3.0,45.0,0.5,38.5,1.3,74.3,0.3,1.1,1.4,1.1,0.6,0.3,0.1,0.3,7.8,0,0,0.5,2016,0,False,0.7,G,50.0,-2.0,2016
363,Glenn Robinson III,IND,22,45,24,21,11.3,3.8,3.4,43.0,0.8,37.8,0.9,69.2,0.3,1.2,1.5,0.6,0.4,0.4,0.2,0.5,7.8,0,0,-0.8,2016,0,False,0.53,G-F,57.6,3.0,2016
364,Justin Anderson,DAL,22,55,28,27,11.8,3.8,3.2,40.6,1.5,26.5,1.0,80.0,0.3,2.1,2.4,0.5,0.4,0.3,0.5,0.8,9.4,1,0,0.1,2016,0,False,0.51,G-F,48.5,-5.5,2016
365,Joe Young,IND,24,41,19,22,9.4,3.8,4.1,36.7,1.1,21.7,0.6,80.0,0.1,1.1,1.2,1.6,0.8,0.4,0.0,0.7,7.9,0,0,-0.8,2016,0,False,0.46,G,58.0,5.8,2016
366,Kelly Oubre Jr.,WAS,20,63,31,32,10.7,3.7,3.3,42.7,1.3,31.6,0.8,63.3,0.4,1.7,2.1,0.2,0.5,0.3,0.1,1.6,7.4,0,0,-0.7,2016,0,False,0.49,F,63.4,7.8,2016
367,Orlando Johnson,NOP,27,7,1,6,14.5,3.7,4.9,26.5,1.4,20.0,1.1,75.0,0.6,1.6,2.1,0.3,0.6,0.4,0.4,1.3,8.7,0,0,-5.3,2016,0,False,0.14,G,70.6,16.1,2016
368,James Jones,CLE,35,48,33,15,9.7,3.7,3.0,40.8,2.2,39.4,0.5,80.8,0.2,0.9,1.0,0.3,0.3,0.2,0.2,1.0,6.4,0,0,-0.4,2016,0,False,0.69,G-F,61.1,7.2,2016
369,Caron Butler,SAC,36,17,2,15,10.3,3.7,3.5,42.4,1.1,16.7,0.7,83.3,0.3,1.0,1.3,0.6,0.2,0.5,0.1,1.1,7.7,0,0,-2.4,2016,0,False,0.12,F,60.9,4.6,2016
370,Kendall Marshall,PHI,24,30,3,27,13.3,3.7,3.9,36.4,1.6,32.7,0.4,69.2,0.1,0.9,0.9,2.4,1.4,0.5,0.1,1.0,8.8,0,0,-3.8,2016,0,False,0.1,G,65.6,13.0,2016
371,Andre Miller,SAS,40,39,20,19,11.8,3.7,2.7,55.7,0.2,25.0,0.8,75.0,0.3,1.0,1.3,2.2,0.9,0.4,0.0,1.2,8.9,0,0,0.8,2016,0,False,0.51,G,71.9,17.6,2016
372,Shabazz Napier,ORL,24,55,23,32,10.9,3.7,3.7,33.8,1.9,32.7,0.8,73.3,0.2,0.8,1.0,1.8,0.8,0.4,0.0,0.7,8.0,0,0,-1.0,2016,0,False,0.42,G,68.2,15.8,2016
373,Salah Mejri,DAL,30,34,16,18,11.7,3.7,2.3,62.8,0.0,0.0,1.4,58.7,1.2,2.4,3.6,0.3,0.7,0.2,1.1,1.6,11.7,3,0,1.3,2016,0,False,0.47,C,42.9,-11.5,2016
374,Noah Vonleh,POR,20,78,41,37,15.0,3.6,3.6,42.1,0.6,23.9,0.7,74.5,1.2,2.7,3.9,0.4,0.6,0.3,0.3,1.9,10.3,0,0,-0.8,2016,0,False,0.53,F,52.2,-2.6,2016
375,Axel Toupane,DEN,23,21,9,12,14.5,3.6,3.3,35.7,1.9,32.5,0.8,76.5,0.4,1.1,1.5,0.7,0.3,0.3,0.3,1.9,8.0,0,0,-0.8,2016,0,False,0.43,G-F,55.0,0.9,2016
376,Montrezl Harrell,HOU,22,39,17,22,9.7,3.6,2.3,64.4,0.0,0.0,1.2,52.2,0.6,1.0,1.7,0.4,0.4,0.3,0.3,1.2,7.5,0,0,1.0,2016,0,False,0.44,F,52.6,-0.5,2016
377,Christian Wood,PHI,20,17,0,17,8.5,3.6,3.1,41.5,0.6,36.4,1.2,61.9,0.8,1.5,2.2,0.2,0.1,0.3,0.4,0.6,8.5,0,0,-2.9,2016,0,False,0.0,F,45.2,-5.6,2016
378,Ian Clark,GSW,25,66,59,7,8.8,3.6,3.1,44.1,1.3,35.7,0.5,82.4,0.2,0.8,1.0,1.0,0.7,0.3,0.2,0.9,7.0,0,0,-1.2,2016,0,False,0.89,G,68.7,14.6,2016
379,Josh McRoberts,MIA,29,42,27,15,14.2,3.6,3.5,37.2,1.2,24.5,1.0,70.0,0.5,2.0,2.5,1.9,0.7,0.4,0.2,1.6,10.5,1,0,0.1,2016,0,False,0.64,F,54.3,-0.6,2016
380,James Anderson,SAC,27,51,19,32,14.1,3.5,3.5,37.6,1.7,26.7,0.6,75.9,0.3,1.4,1.7,0.8,0.8,0.4,0.3,1.1,8.0,0,0,-1.6,2016,0,False,0.37,G-F,55.6,0.9,2016
381,Jordan Adams,MEM,21,2,0,2,7.3,3.5,3.0,33.3,0.5,0.0,2.5,60.0,0.0,1.0,1.0,1.5,1.0,1.5,0.0,1.0,10.5,0,0,2.0,2016,0,False,0.0,G,100.0,46.2,2016
382,Robert Sacre,LAL,27,25,2,23,12.8,3.5,3.0,41.3,0.0,0.0,1.5,65.8,1.3,1.6,2.9,0.6,0.5,0.2,0.4,1.7,9.0,0,0,-1.3,2016,0,False,0.08,C,53.1,-2.5,2016
383,Tarik Black,LAL,24,39,6,33,12.7,3.4,2.7,54.8,0.0,0.0,1.2,42.2,1.1,2.9,4.0,0.4,0.6,0.4,0.5,2.0,10.8,0,0,0.5,2016,0,False,0.15,C-F,50.8,-4.7,2016
384,Kyle Singler,OKC,28,68,43,25,14.4,3.4,3.3,38.9,1.4,30.9,0.6,65.9,0.7,1.3,2.1,0.4,0.5,0.4,0.1,1.8,7.7,0,0,-0.3,2016,0,False,0.63,F,61.8,7.2,2016
385,Cristiano Felicio,CHI,23,31,14,17,10.3,3.4,2.3,55.6,0.1,0.0,1.1,71.4,1.0,2.3,3.3,0.8,0.4,0.2,0.4,1.0,10.0,0,0,1.7,2016,0,False,0.45,F-C,39.2,-14.8,2016
386,Ryan Hollins,MEM,31,37,18,19,12.4,3.4,2.1,62.0,0.0,0.0,1.1,61.9,1.3,1.4,2.6,0.3,0.6,0.2,0.6,1.7,8.5,0,0,-4.0,2016,0,False,0.49,C,50.0,-5.4,2016
387,Phil Pressey,POR,25,23,3,20,12.3,3.3,3.4,38.5,0.8,22.2,1.1,52.0,0.1,1.2,1.3,3.3,1.4,0.8,0.2,1.2,11.3,0,0,-1.7,2016,0,False,0.13,G,63.6,9.5,2016
388,Ray McCallum,SAS,25,41,30,11,11.6,3.3,3.6,37.7,1.0,35.7,0.4,80.0,0.2,1.0,1.1,1.5,0.6,0.3,0.2,0.7,7.7,0,0,0.5,2016,0,False,0.73,G,50.0,-4.0,2016
389,Reggie Bullock,DET,25,37,22,15,11.6,3.3,2.6,43.9,1.4,41.5,0.4,93.3,0.4,1.5,1.8,0.7,0.2,0.3,0.1,0.8,7.4,0,0,-1.6,2016,0,False,0.59,F,64.3,9.4,2016
390,Mike Muscala,ATL,24,60,34,26,9.4,3.3,2.5,50.0,0.7,30.8,0.7,79.5,0.6,1.3,2.0,0.6,0.5,0.2,0.5,1.2,8.0,0,0,-0.6,2016,0,False,0.57,F-C,54.0,-0.5,2016
391,Kevin Garnett,MIN,40,38,14,24,14.6,3.2,3.0,47.0,0.0,0.0,0.6,66.7,0.4,3.6,3.9,1.6,0.4,0.7,0.3,1.8,13.0,0,0,1.5,2016,9,False,0.37,F,57.8,3.3,2016
392,Jason Thompson,TOR,29,47,38,9,10.0,3.1,2.3,48.1,0.3,33.3,1.1,70.4,0.7,2.2,2.9,0.6,0.3,0.3,0.4,1.7,9.2,0,0,-0.1,2016,0,False,0.81,F-C,50.0,-3.3,2016
393,Rashad Vaughn,MIL,19,70,30,40,14.3,3.1,3.8,30.5,2.1,29.3,0.2,80.0,0.2,1.1,1.3,0.6,0.4,0.4,0.2,1.0,7.0,0,0,-2.1,2016,0,False,0.43,G,62.8,8.6,2016
394,Luc Mbah a Moute,LAC,29,75,49,26,17.0,3.1,2.8,45.4,0.5,32.5,0.8,52.6,0.8,1.5,2.3,0.4,0.5,0.6,0.3,1.3,8.5,0,0,2.1,2016,0,False,0.65,F,52.2,-2.6,2016
395,C.J. Wilcox,LAC,25,23,15,8,7.3,3.0,2.9,39.4,1.0,39.1,0.5,75.0,0.0,0.5,0.5,0.4,0.1,0.4,0.1,0.7,5.8,0,0,1.0,2016,0,False,0.65,G,41.2,-12.8,2016
396,Johnny O'Bryant III,MIL,23,66,27,39,13.0,3.0,3.2,41.1,0.0,100.0,0.6,67.5,1.0,1.7,2.7,0.5,0.5,0.3,0.1,1.5,7.7,0,0,-2.0,2016,0,False,0.41,F-C,62.9,8.9,2016
397,Kirk Hinrich,ATL,35,46,26,20,13.7,3.0,2.8,38.0,1.3,38.7,0.3,93.8,0.2,1.3,1.5,1.6,0.7,0.3,0.0,1.4,7.6,0,0,0.3,2016,0,False,0.57,G,62.7,9.1,2016
398,Chris Johnson,UTA,26,70,38,32,12.2,2.9,2.8,37.1,1.4,27.3,0.6,81.0,0.4,1.5,1.9,0.6,0.6,0.5,0.3,1.4,7.8,0,0,0.0,2016,0,False,0.54,F,51.9,-3.0,2016
399,Chris Johnson,UTA,26,70,38,32,12.2,2.9,2.8,37.1,1.4,27.3,0.6,81.0,0.4,1.5,1.9,0.6,0.6,0.5,0.3,1.4,7.8,0,0,0.0,2016,0,False,0.54,F,51.9,-3.0,2016
400,Alan Williams,PHX,23,10,3,7,6.8,2.9,2.4,41.7,0.0,0.0,1.4,64.3,1.4,2.4,3.8,0.5,0.6,0.4,0.5,1.5,10.3,1,0,0.1,2016,0,False,0.3,C-F,34.8,-17.2,2016
401,Tayshaun Prince,MIN,36,77,27,50,19.0,2.9,3.0,44.5,0.3,17.4,0.2,68.4,0.4,1.5,1.9,1.0,0.4,0.5,0.2,0.8,8.2,0,0,-1.7,2016,0,False,0.35,F,54.5,0.2,2016
402,James Michael McAdoo,GSW,23,41,37,4,6.4,2.9,2.0,53.6,0.0,50.0,1.2,53.1,0.7,0.7,1.4,0.4,0.4,0.2,0.2,1.0,6.1,0,0,-2.1,2016,0,False,0.9,F,62.5,8.7,2016
403,Josh Huestis,OKC,24,5,2,3,11.0,2.8,2.4,41.7,1.2,66.7,0.8,0.0,0.4,1.6,2.0,0.0,0.6,0.2,0.4,0.6,6.4,0,0,0.4,2016,0,False,0.4,F,30.0,-25.4,2016
404,Alex Stepheson,MEM,28,8,2,6,9.0,2.8,3.4,33.3,0.0,0.0,1.5,33.3,2.4,1.1,3.5,0.3,0.0,0.1,0.6,1.5,9.6,1,0,-0.3,2016,0,False,0.25,F,44.4,-12.5,2016
405,Andrew Goudelock,HOU,27,8,5,3,6.2,2.8,2.5,45.0,1.1,11.1,0.5,75.0,0.1,0.1,0.3,0.5,0.9,0.8,0.3,0.5,5.9,0,0,1.3,2016,0,False,0.62,G,66.7,10.9,2016
406,Chris Kaman,POR,34,16,11,5,7.0,2.8,2.7,46.5,0.3,25.0,0.2,100.0,0.4,1.1,1.5,0.7,0.5,0.1,0.1,0.9,5.5,0,0,-1.9,2016,0,False,0.69,C,62.5,8.9,2016
407,Cory Jefferson,PHX,25,8,2,6,6.3,2.8,2.8,40.9,0.1,0.0,0.8,66.7,0.8,1.3,2.0,0.0,0.0,0.0,0.1,1.0,5.5,0,0,-0.8,2016,0,False,0.25,F,52.9,-3.6,2016
408,Drew Gooden,WAS,34,30,18,12,10.2,2.7,3.4,32.0,1.4,17.1,0.5,64.3,0.9,1.9,2.8,0.4,0.4,0.3,0.4,1.3,8.3,2,0,-2.8,2016,0,False,0.6,F,62.5,9.2,2016
409,Jared Cunningham,CLE,25,44,31,13,9.3,2.7,2.4,34.3,0.9,30.8,1.3,65.5,0.1,0.8,0.9,0.5,0.5,0.3,0.0,0.9,5.1,0,0,-1.0,2016,0,False,0.7,G,57.8,5.9,2016
410,Rasual Butler,SAS,37,46,41,5,9.4,2.7,2.3,47.1,1.1,30.6,0.3,68.8,0.1,1.2,1.2,0.5,0.2,0.3,0.5,0.2,7.1,0,0,1.7,2016,0,False,0.89,F,44.8,-8.3,2016
411,RJ Hunter,BOS,22,36,21,15,8.7,2.7,2.7,36.7,1.8,30.2,0.2,85.7,0.1,1.0,1.0,0.4,0.3,0.4,0.1,0.8,5.7,0,0,-0.8,2016,0,False,0.58,G,63.0,9.5,2016
412,Anderson Varejao,GSW,33,53,41,12,9.4,2.6,2.3,42.7,0.0,0.0,0.9,64.0,0.7,2.0,2.7,0.7,0.4,0.3,0.2,1.3,7.8,0,0,0.4,2016,0,False,0.77,F,61.1,7.0,2016
413,Justin Harper,BKN,26,5,4,1,7.0,2.6,2.0,40.0,1.8,44.4,0.4,50.0,0.0,0.2,0.2,0.0,0.4,0.2,0.0,0.6,3.0,0,0,-6.4,2016,0,False,0.8,F-C,25.0,-31.3,2016
414,Kostas Papanikolaou,DEN,25,26,8,18,11.3,2.6,2.5,36.4,1.2,31.3,0.5,64.3,0.3,1.2,1.5,0.6,0.8,0.5,0.2,0.9,6.6,0,0,-0.3,2016,0,False,0.31,F,51.1,-4.6,2016
415,Adreian Payne,MIN,25,52,18,34,9.3,2.5,2.8,36.6,0.6,28.1,0.5,65.4,0.4,1.8,2.1,0.6,0.7,0.3,0.2,1.5,6.8,0,0,-2.3,2016,0,False,0.35,F,64.2,8.4,2016
416,Matt Bonner,SAS,36,30,25,5,6.9,2.5,1.9,50.9,1.1,44.1,0.1,75.0,0.1,0.8,0.9,0.3,0.1,0.2,0.0,0.5,4.7,0,0,2.1,2016,0,False,0.83,C-F,42.2,-9.0,2016
417,Lorenzo Brown,DET,25,8,1,7,7.6,2.5,3.1,32.0,1.0,12.5,0.5,75.0,0.0,0.9,0.9,1.4,1.1,0.4,0.1,0.5,6.0,0,0,-3.8,2016,0,False,0.12,G,66.7,13.0,2016
418,Sonny Weems,PHX,29,43,6,37,11.6,2.5,2.6,38.2,1.0,36.6,0.3,53.3,0.2,1.1,1.2,1.1,1.0,0.2,0.0,1.1,5.5,0,0,-2.3,2016,0,False,0.14,G-F,90.3,35.0,2016
419,Kendrick Perkins,NOP,31,37,13,24,14.6,2.5,2.0,53.3,0.0,0.0,0.7,44.0,0.7,2.8,3.5,0.8,1.1,0.3,0.3,1.7,8.5,0,0,-2.1,2016,0,False,0.35,C,56.3,0.4,2016
420,Pablo Prigioni,LAC,39,59,37,22,13.9,2.5,2.5,37.4,1.6,29.5,0.1,87.5,0.6,1.3,1.9,2.2,0.8,0.9,0.0,1.4,10.0,0,0,-1.1,2016,0,False,0.63,G,70.2,16.6,2016
421,Sergey Karasev,BKN,22,40,9,31,10.0,2.4,1.9,40.5,0.9,29.7,0.7,92.9,0.2,1.3,1.5,0.9,0.6,0.2,0.1,0.7,5.5,0,0,-0.2,2016,0,False,0.22,G-F,58.6,3.3,2016
422,Jarell Eddie,WAS,24,26,13,13,5.6,2.4,2.5,30.8,1.8,31.9,0.3,100.0,0.1,0.8,0.9,0.2,0.0,0.2,0.0,0.2,4.4,0,0,-1.3,2016,0,False,0.5,G-F,41.7,-10.9,2016
423,KJ McDaniels,HOU,23,37,17,20,6.4,2.4,1.9,40.3,0.7,28.0,0.8,80.0,0.4,0.7,1.1,0.3,0.5,0.2,0.2,0.8,4.8,0,0,2.0,2016,0,False,0.46,G-F,58.6,4.7,2016
424,Lamar Patterson,ATL,24,35,23,12,11.3,2.4,2.3,35.0,1.4,24.5,0.6,72.7,0.1,1.3,1.4,1.1,0.7,0.3,0.1,1.3,6.1,0,0,0.9,2016,0,False,0.66,G-F,69.2,13.6,2016
425,Steve Novak,MIL,33,10,8,2,4.4,2.4,1.8,44.4,1.5,46.7,0.1,100.0,0.0,0.5,0.5,0.0,0.1,0.0,0.0,0.3,2.9,0,0,0.7,2016,0,False,0.8,F,55.6,7.5,2016
426,Greg Smith,MIN,25,18,8,10,10.7,2.4,1.8,56.3,0.0,0.0,0.9,41.2,0.7,1.7,2.3,0.3,0.4,0.2,0.1,1.6,6.1,0,0,-4.3,2016,0,False,0.44,C,61.7,6.2,2016
427,Greg Smith,MIN,25,18,8,10,10.7,2.4,1.8,56.3,0.0,0.0,0.9,41.2,0.7,1.7,2.3,0.3,0.4,0.2,0.1,1.6,6.1,0,0,-4.3,2016,0,False,0.44,C,61.7,6.2,2016
428,Jeremy Evans,DAL,28,30,16,14,8.4,2.4,1.6,54.2,0.5,25.0,0.7,71.4,0.4,1.4,1.8,0.1,0.2,0.2,0.3,0.6,5.9,0,0,-1.4,2016,0,False,0.53,F,53.2,-2.4,2016
429,Tyler Hansbrough,CHA,30,44,28,16,7.8,2.4,1.6,45.1,0.1,66.7,1.5,58.5,0.9,1.1,2.0,0.2,0.3,0.3,0.2,1.3,6.1,1,0,-0.8,2016,0,False,0.64,F,56.3,1.0,2016
430,Damjan Rudez,MIN,30,33,9,24,8.4,2.3,1.9,40.3,1.5,34.0,0.2,100.0,0.2,0.5,0.6,0.3,0.4,0.1,0.0,1.0,3.5,0,0,-0.4,2016,0,False,0.27,F,63.2,9.8,2016
431,Edy Tavares,ATL,24,11,7,4,6.6,2.3,1.7,57.9,0.0,0.0,0.7,37.5,0.6,1.3,1.9,0.3,0.5,0.1,0.5,0.7,6.4,0,0,-0.9,2016,0,False,0.64,C,50.0,-5.3,2016
432,Lucas Nogueira,TOR,23,29,17,12,7.7,2.2,1.5,63.6,0.1,33.3,0.5,53.3,0.6,1.0,1.6,0.2,0.4,0.4,0.4,1.0,6.6,0,0,0.8,2016,0,False,0.59,C,46.1,-7.5,2016
433,Devyn Marble,ORL,23,28,12,16,8.9,2.1,2.5,29.6,1.1,25.0,0.9,41.7,0.2,1.1,1.4,0.4,0.3,0.5,0.0,0.9,5.7,0,0,-0.5,2016,0,False,0.43,F,61.3,6.3,2016
434,DeJuan Blair,WAS,27,29,12,17,7.5,2.1,2.3,41.2,0.0,0.0,0.4,38.5,0.7,1.3,2.0,0.4,0.5,0.3,0.1,1.8,5.5,0,0,-1.3,2016,0,False,0.41,C-F,44.9,-8.6,2016
435,Nick Collison,OKC,35,59,39,20,11.9,2.1,1.8,45.9,0.0,0.0,0.6,69.7,1.2,1.7,2.9,0.9,0.8,0.3,0.3,1.8,7.6,0,0,0.4,2016,0,False,0.66,F,46.5,-7.1,2016
436,Chris Copeland,MIL,32,24,10,14,6.5,2.1,2.1,33.3,1.5,27.8,0.3,85.7,0.0,0.4,0.4,0.5,0.3,0.1,0.0,0.7,3.3,0,0,-3.3,2016,0,False,0.42,F,50.0,-4.4,2016
437,Chuck Hayes,LAC,33,2,1,1,11.9,2.0,1.0,50.0,0.0,0.0,1.0,100.0,0.0,4.0,4.0,1.0,1.5,0.0,0.0,3.0,6.8,0,0,-1.5,2016,0,False,0.5,F-C,42.9,-14.2,2016
438,Tibor Pleiss,UTA,26,12,7,5,6.8,2.0,2.1,44.0,0.2,0.0,0.2,100.0,0.5,0.8,1.3,0.2,0.7,0.1,0.2,1.6,3.8,0,0,-1.3,2016,0,False,0.58,C,58.8,3.1,2016
439,Cameron Bairstow,DET,25,18,4,14,5.7,1.9,2.2,32.5,0.3,20.0,0.4,87.5,0.2,1.3,1.6,0.3,0.2,0.1,0.2,1.1,4.9,0,0,-0.4,2016,0,False,0.22,F-C,31.3,-23.3,2016
440,Terry Rozier,BOS,22,39,24,15,8.0,1.8,2.7,27.4,0.7,22.2,0.3,80.0,0.6,1.0,1.6,0.9,0.5,0.2,0.0,0.6,5.3,0,0,-1.2,2016,0,False,0.62,G,55.6,2.2,2016
441,Jorge Gutierrez,CHA,27,12,9,3,5.3,1.8,0.9,54.5,0.2,0.0,0.9,90.9,0.0,0.6,0.6,1.4,0.5,0.3,0.0,0.3,4.9,0,0,0.7,2016,0,False,0.75,G,55.6,4.0,2016
442,Cleanthony Early,NYK,25,17,6,11,9.0,1.8,2.4,30.0,0.9,26.7,0.2,75.0,0.2,1.3,1.5,0.4,0.5,0.1,0.2,0.9,4.5,0,0,0.0,2016,0,False,0.35,F,50.0,-4.0,2016
443,Damien Inglis,MIL,21,20,5,15,7.8,1.8,1.9,35.1,0.7,23.1,0.4,87.5,0.1,1.5,1.6,0.5,0.6,0.3,0.2,0.6,5.2,0,0,-2.2,2016,0,False,0.25,F,48.3,-7.6,2016
