,Player,Team,AGE,GP_x,W,L,MIN,PTS,FGA,FG%,3PA,3P%,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Year,累積前三隊,當年有無入選,勝率,position,DFG_percent,DIFF_percent,year
444,Demetrius Jackson,BOS,22,5,1,4,3.4,2.0,0.8,75.0,0.2,100.0,1.2,50.0,0.4,0.4,0.8,0.6,0.0,0.0,0.0,0.0,3.9,0,0,0.2,2017,0,False,0.2,G,33.3,-22.9,2017
445,Gary Neal,ATL,32,2,1,1,9.2,2.0,3.5,0.0,1.0,0.0,2.0,100.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,3.4,0,0,-2.5,2017,0,False,0.5,G,100.0,40.3,2017
446,Manny Harris,DAL,27,4,1,3,6.2,2.0,3.8,20.0,0.5,0.0,1.0,50.0,0.8,1.5,2.3,0.5,0.5,0.0,0.0,0.3,5.0,0,0,-5.3,2017,0,False,0.25,G,66.7,11.1,2017
447,Tim Quarterman,POR,22,16,6,10,5.0,1.9,1.8,44.8,0.8,38.5,0.2,0.0,0.3,0.6,0.9,0.7,0.7,0.1,0.2,0.4,4.3,0,0,0.1,2017,0,False,0.38,G,62.5,6.7,2017
448,Udonis Haslem,MIA,37,16,6,10,8.1,1.9,1.4,47.8,0.2,0.0,0.9,60.0,0.5,1.8,2.3,0.4,0.5,0.4,0.1,1.4,6.0,0,0,-4.3,2017,0,False,0.38,F,59.4,4.2,2017
449,Marshall Plumlee,NYK,24,21,6,15,8.1,1.9,1.4,53.3,0.0,0.0,0.9,42.1,1.1,1.3,2.4,0.5,0.6,0.2,0.2,1.1,6.1,1,0,-0.1,2017,0,False,0.29,C,64.2,7.6,2017
450,Damian Jones,GSW,22,10,7,3,8.5,1.9,1.6,50.0,0.0,0.0,1.0,30.0,0.9,1.4,2.3,0.0,0.6,0.1,0.4,1.5,5.6,0,0,-2.8,2017,0,False,0.7,C,39.1,-18.0,2017
451,Joel Bolomboy,UTA,23,12,8,4,4.4,1.8,1.3,56.3,0.3,25.0,0.5,50.0,0.3,1.1,1.4,0.2,0.2,0.1,0.2,0.1,4.4,0,0,1.0,2017,0,False,0.67,F,50.0,-8.6,2017
452,Damjan Rudez,ORL,31,45,12,33,7.0,1.8,2.0,35.2,1.4,31.3,0.0,0.0,0.1,0.4,0.6,0.4,0.2,0.3,0.0,0.7,3.8,0,0,-1.7,2017,0,False,0.27,F,78.0,20.2,2017
453,Lamar Patterson,ATL,25,5,1,4,8.1,1.8,3.0,20.0,1.2,16.7,0.6,66.7,0.2,1.2,1.4,1.2,0.8,0.2,0.0,1.2,5.1,0,0,2.6,2017,0,False,0.2,G-F,60.0,4.7,2017
454,John Jenkins,PHX,26,4,0,4,3.2,1.8,1.3,40.0,0.5,50.0,0.5,100.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,2.4,0,0,2.3,2017,0,False,0.0,G,100.0,50.0,2017
455,Jordan Hill,MIN,29,7,2,5,6.7,1.7,1.9,38.5,0.0,0.0,0.3,100.0,1.1,0.9,2.0,0.0,0.6,0.1,0.0,1.3,4.0,0,0,1.7,2017,0,False,0.29,F-C,66.7,14.2,2017
456,Cole Aldrich,MIN,28,62,23,39,8.6,1.7,1.4,52.3,0.0,0.0,0.4,68.2,0.8,1.7,2.5,0.4,0.3,0.4,0.4,1.4,7.4,1,0,-0.5,2017,0,False,0.37,C,62.5,6.0,2017
457,Nick Collison,OKC,36,20,10,10,6.4,1.7,1.2,60.9,0.1,0.0,0.4,62.5,0.5,1.1,1.6,0.6,0.2,0.1,0.1,0.9,4.8,0,0,-2.0,2017,0,False,0.5,F,45.2,-10.3,2017
458,Deyonta Davis,MEM,20,36,23,13,6.6,1.6,1.3,51.1,0.0,0.0,0.5,55.6,0.6,1.1,1.7,0.1,0.2,0.1,0.5,1.1,5.1,0,0,-1.2,2017,0,False,0.64,F,38.3,-17.2,2017
459,Ryan Kelly,ATL,26,16,6,10,6.9,1.6,1.8,28.6,0.6,40.0,0.4,83.3,0.1,1.1,1.1,0.5,0.3,0.3,0.3,0.3,5.1,0,0,0.3,2017,0,False,0.38,F,65.4,10.5,2017
460,Bruno Caboclo,TOR,21,9,8,1,4.5,1.6,1.8,37.5,0.7,33.3,0.0,0.0,0.6,0.6,1.1,0.4,0.2,0.2,0.1,0.4,4.3,0,0,0.1,2017,0,False,0.89,F,33.3,-28.6,2017
461,Jordan Mickey,BOS,22,25,9,16,5.6,1.5,1.4,44.1,0.0,0.0,0.6,57.1,0.5,0.8,1.4,0.3,0.4,0.1,0.2,0.5,4.3,0,0,-2.3,2017,0,False,0.36,F,66.7,12.3,2017
462,Elijah Millsap,PHX,29,2,1,1,11.6,1.5,3.5,14.3,1.0,0.0,1.0,50.0,1.5,1.5,3.0,0.5,1.0,0.0,0.0,1.0,4.9,0,0,-3.0,2017,0,False,0.5,G-F,40.0,-8.4,2017
463,Jarnell Stokes,DEN,23,2,0,2,3.3,1.5,0.5,100.0,0.0,0.0,1.0,50.0,0.5,0.5,1.0,1.0,0.0,0.5,0.0,1.5,5.7,0,0,0.0,2017,0,False,0.0,F-C,100.0,46.0,2017
464,Diamond Stone,LAC,20,7,6,1,3.5,1.4,1.9,23.1,0.0,0.0,0.6,100.0,0.1,0.7,0.9,0.0,0.3,0.0,0.1,0.7,2.6,0,0,-3.9,2017,0,False,0.86,C,66.7,11.1,2017
465,Mike Miller,DEN,37,20,9,11,7.5,1.4,1.2,39.1,1.0,40.0,0.1,100.0,0.1,1.8,1.9,1.1,0.7,0.1,0.0,0.5,5.0,0,0,-0.3,2017,0,False,0.45,G-F,50.0,-5.4,2017
466,Brice Johnson,LAC,23,3,1,2,3.1,1.3,2.3,28.6,0.0,0.0,0.0,0.0,0.3,0.7,1.0,0.3,0.3,0.7,0.3,0.0,5.7,0,0,2.3,2017,0,False,0.33,F,50.0,-12.3,2017
467,Joel Anthony,SAS,34,19,15,4,6.4,1.3,0.8,62.5,0.0,0.0,0.4,62.5,0.4,1.2,1.6,0.2,0.2,0.1,0.3,0.6,4.6,0,0,-0.7,2017,0,False,0.79,C,59.4,5.0,2017
468,Anderson Varejao,GSW,34,14,12,2,6.6,1.3,1.0,35.7,0.0,0.0,0.8,72.7,0.9,1.1,1.9,0.7,0.6,0.2,0.2,1.1,5.4,0,0,-2.1,2017,0,False,0.86,C,51.7,-2.5,2017
469,Daniel Ochefu,WAS,23,19,12,7,3.9,1.3,1.4,44.4,0.0,0.0,0.1,0.0,0.3,0.9,1.2,0.2,0.2,0.1,0.0,0.9,3.0,0,0,-1.6,2017,0,False,0.63,F,61.1,4.1,2017
470,Stephen Zimmerman,ORL,20,19,8,11,5.7,1.2,1.6,32.3,0.0,0.0,0.3,60.0,0.6,1.3,1.8,0.2,0.2,0.1,0.3,0.9,4.7,0,0,-2.1,2017,0,False,0.42,C,66.7,8.1,2017
471,Mike Tobey,CHA,22,2,0,2,12.6,1.0,2.0,25.0,0.0,0.0,0.0,0.0,1.0,0.5,1.5,0.5,0.5,0.0,0.0,1.0,3.1,0,0,-8.5,2017,0,False,0.0,C,16.7,-35.4,2017
472,Ronnie Price,PHX,34,14,4,10,9.6,1.0,1.7,16.7,1.2,17.6,0.3,75.0,0.2,0.6,0.8,1.3,0.2,0.8,0.1,1.0,6.2,0,0,-3.1,2017,0,False,0.29,G,66.7,11.5,2017
473,C.J. Wilcox,ORL,26,22,8,14,4.9,1.0,1.4,25.8,0.7,20.0,0.1,100.0,0.2,0.4,0.5,0.5,0.3,0.1,0.0,0.4,2.6,0,0,-0.8,2017,0,False,0.36,G,71.4,14.7,2017
474,Kyle Wiltjer,HOU,24,14,12,2,3.1,0.9,1.0,28.6,0.9,30.8,0.1,50.0,0.3,0.4,0.7,0.1,0.4,0.2,0.1,0.3,2.5,0,0,-2.7,2017,0,False,0.86,F,37.5,-16.3,2017
475,Georges Niang,IND,24,23,11,12,4.0,0.9,1.6,25.0,0.5,8.3,0.1,100.0,0.1,0.7,0.7,0.2,0.2,0.1,0.0,0.3,2.3,0,0,0.1,2017,0,False,0.48,F,60.0,7.1,2017
476,Alonzo Gee,DEN,30,13,4,9,6.9,0.8,1.1,21.4,0.2,0.0,0.7,55.6,0.3,0.8,1.2,0.5,0.3,0.4,0.1,1.1,4.0,0,0,-1.4,2017,0,False,0.31,F,50.0,-2.6,2017
477,Larry Sanders,CLE,28,5,2,3,2.5,0.8,0.8,25.0,0.0,0.0,0.4,100.0,0.6,0.2,0.8,0.0,0.4,0.2,0.2,1.0,2.6,0,0,-0.2,2017,0,False,0.4,F-C,33.3,-17.2,2017
478,Isaiah Taylor,HOU,22,4,3,1,13.0,0.8,1.8,14.3,0.5,0.0,0.5,50.0,0.3,0.5,0.8,0.8,0.0,0.3,0.3,1.5,4.3,0,0,-4.8,2017,0,False,0.75,G,50.0,-1.5,2017
479,Steve Novak,MIL,34,8,6,2,2.7,0.6,0.9,28.6,0.8,16.7,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.1,1.1,0,0,0.0,2017,0,False,0.75,F,100.0,40.1,2017
480,Arinze Onuaku,ORL,29,8,3,5,3.5,0.5,0.5,50.0,0.0,0.0,0.0,0.0,0.3,0.5,0.8,0.3,0.3,0.0,0.1,0.4,1.9,0,0,-1.9,2017,0,False,0.38,F-C,83.3,29.0,2017
481,Michael Gbinije,DET,25,9,7,2,3.5,0.4,1.1,10.0,0.4,0.0,0.2,100.0,0.2,0.1,0.3,0.2,0.0,0.0,0.0,0.2,1.2,0,0,-0.3,2017,0,False,0.78,G-F,100.0,39.3,2017
482,Aaron Harrison,CHA,22,5,2,3,3.3,0.2,0.8,0.0,0.4,0.0,0.4,50.0,0.0,0.6,0.6,0.6,0.0,0.0,0.0,0.4,1.8,0,0,-1.0,2017,0,False,0.4,G,60.0,19.0,2017
483,Ben Bentil,DAL,22,3,2,1,3.3,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.3,0.0,0.0,0.3,0.5,0,0,-4.0,2017,0,False,0.67,F,66.7,8.6,2017
484,Patricio Garino,ORL,24,5,2,3,8.6,0.0,1.4,0.0,1.0,0.0,0.0,0.0,0.2,1.2,1.4,0.0,0.6,0.0,0.0,0.8,1.1,0,0,-2.8,2017,0,False,0.4,G-F,100.0,37.0,2017
