,name,game_participate,minutes,pts,FGM,FGA,FG%,3PM,3PA,3P%,EFG%
2633,Jawun Evans,48,16.2,0.6,0.2,1.0,23.4,0.2,0.9,19.0,31.9
2634,Jaylen Brown,70,30.7,4.5,1.6,3.9,39.6,1.4,3.7,39.1,57.8
2635,Jaylen Morris,6,16.4,1.3,0.5,1.5,33.3,0.3,1.2,28.6,44.4
2636,Jayson Tatum,80,30.5,3.4,1.2,2.4,47.7,1.1,2.2,48.0,69.2
2637,Jeff Green,78,23.4,2.0,0.7,2.1,31.9,0.6,1.9,33.1,46.7
2638,Jeff Teague,70,33.0,1.5,0.5,1.2,43.5,0.5,1.2,40.7,62.9
2639,Jeff Withey,10,3.9,0.6,0.2,1.0,20.0,0.2,1.0,20.0,30.0
2640,Jerami Grant,81,20.3,1.2,0.4,1.4,30.4,0.4,1.3,29.1,43.8
2641,Jeremy Evans,1,5.4,0.0,0.0,0.0,-,-,-,-,-
2642,Jeremy Lamb,80,24.6,2.8,1.0,2.6,40.1,0.8,2.0,38.5,54.6
2643,Jeremy Lin,1,25.2,0.0,0.0,0.0,-,0.0,0.0,-,-
2644,Jerian Grant,74,22.8,1.5,0.5,1.3,38.5,0.5,1.2,38.2,56.3
2645,Jerryd Bayless,39,23.7,3.7,1.2,3.5,35.6,1.2,3.3,37.5,53.3
2646,Jimmy Butler,59,36.7,2.5,0.9,2.5,35.6,0.7,1.8,38.9,50.0
2647,Joakim Noah,7,5.7,0.0,0.0,0.0,-,-,-,-,-
2648,Jodie Meeks,77,14.5,2.4,0.8,2.2,36.4,0.7,2.1,34.8,52.3
2649,Joe Harris,78,25.3,4.8,1.6,3.9,41.4,1.6,3.8,41.7,61.8
2650,Joe Ingles,82,31.4,5.9,2.0,4.2,46.3,2.0,4.2,46.4,69.3
2651,Joe Johnson,55,21.9,2.1,0.7,2.5,28.8,0.7,2.4,28.4,42.4
2652,Joe Young,53,10.5,1.2,0.4,1.0,43.4,0.4,0.9,39.6,61.3
2653,Joel Bolomboy,6,6.3,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0
2654,Joel Embiid,63,30.4,3.1,1.1,3.5,31.8,0.9,3.0,31.2,45.0
2655,Joffrey Lauvergne,55,9.7,0.1,0.1,0.3,21.4,0.0,0.1,0.0,21.4
2656,John Collins,74,24.1,1.0,0.4,1.1,32.9,0.2,0.6,39.0,42.4
2657,John Henson,76,25.9,0.5,0.2,0.7,34.0,0.0,0.1,25.0,35.0
2658,John Holland,24,7.3,0.9,0.3,1.2,24.1,0.3,1.1,25.9,36.2
2659,John Wall,41,34.4,2.6,0.9,2.0,43.4,0.9,2.0,43.8,64.5
2660,Johnathan Motley,11,16.0,0.8,0.4,1.4,26.7,0.1,0.5,20.0,30.0
2661,Johnny O'Bryant III,36,10.5,1.5,0.6,1.6,35.6,0.4,1.1,33.3,46.6
2662,Jon Leuer,8,17.1,0.5,0.3,1.6,15.4,0.0,0.4,0.0,15.4
2663,Jonas Jerebko,74,15.3,2.8,1.0,2.3,42.5,0.9,2.0,43.0,62.0
2664,Jonas Valanciunas,77,22.4,1.6,0.6,1.6,41.7,0.3,0.9,39.4,52.5
2665,Jonathan Gibson,4,10.0,3.0,1.0,2.0,50.0,1.0,2.0,50.0,75.0
2666,Jonathan Isaac,27,19.8,1.9,0.7,2.0,34.0,0.6,1.6,38.1,49.1
2667,Jonathon Simmons,69,29.4,2.6,0.9,2.3,38.9,0.8,2.1,36.1,55.2
2668,Jordan Bell,57,14.2,0.4,0.2,0.3,62.5,0.0,0.1,0.0,62.5
2669,Jordan Clarkson,81,23.3,3.1,1.1,2.9,37.9,1.0,2.5,38.1,54.5
2670,Jordan Crawford,5,10.7,2.4,0.8,1.0,80.0,0.8,1.0,80.0,120.0
2671,Jordan Mickey,23,12.4,0.3,0.1,0.9,15.0,0.1,0.7,13.3,20.0
2672,Jose Calderon,57,16.0,2.0,0.7,1.3,53.4,0.6,1.2,52.1,78.8
2673,Josh Gray,5,17.3,1.8,0.6,1.4,42.9,0.6,1.4,42.9,64.3
2674,Josh Hart,63,23.2,3.4,1.1,2.8,40.9,1.1,2.7,41.3,60.5
2675,Josh Huestis,69,14.2,1.5,0.5,1.7,29.9,0.5,1.6,29.7,44.0
2676,Josh Jackson,77,25.4,2.0,0.7,2.3,29.1,0.6,2.2,28.2,42.5
2677,Josh Magette,18,12.0,1.0,0.3,0.6,54.5,0.3,0.6,54.5,81.8
2678,Josh McRoberts,2,2.9,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
2679,Josh Richardson,81,33.2,5.0,1.7,4.5,39.1,1.5,3.9,38.8,55.8
2680,Josh Smith,3,3.9,0.0,0.0,0.3,0.0,-,-,-,0.0
2681,Jrue Holiday,81,36.1,2.4,0.8,2.1,39.1,0.8,2.0,39.5,58.0
2682,Juancho Hernangomez,25,11.1,1.4,0.5,1.8,26.7,0.5,1.8,27.3,40.0
2683,Julius Randle,82,26.7,0.6,0.2,0.8,30.2,0.1,0.4,28.6,38.1
2684,Julyan Stone,23,7.6,0.8,0.3,0.5,54.5,0.3,0.5,54.5,81.8
2685,Justin Anderson,38,13.7,2.4,0.8,2.4,34.1,0.8,2.4,34.4,51.1
2686,Justin Holiday,72,31.5,5.6,1.9,5.2,36.8,1.8,4.8,37.0,53.9
2687,Justin Jackson,68,22.2,2.5,0.9,2.8,30.7,0.8,2.5,31.0,44.4
2688,Justin Patton,1,3.7,0.0,0.0,0.0,-,-,-,-,-
2689,Justise Winslow,68,24.7,2.0,0.7,2.0,35.1,0.7,1.7,38.1,51.9
2690,Jusuf Nurkic,79,26.4,1.3,0.7,1.8,37.3,0.0,0.1,0.0,37.3
2691,Kadeem Allen,18,6.0,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0
2692,Karl-Anthony Towns,82,35.6,5.2,1.9,4.4,43.4,1.4,3.2,42.9,59.1
2693,Kawhi Leonard,9,23.3,1.9,0.7,1.9,35.3,0.6,1.8,31.3,50.0
2694,Kay Felder,16,8.7,0.6,0.2,0.4,50.0,0.2,0.4,50.0,75.0
2695,Kelly Olynyk,76,23.4,4.2,1.5,3.7,39.2,1.2,3.2,38.4,55.8
2696,Kelly Oubre Jr.,81,27.5,4.1,1.4,4.0,34.5,1.4,3.9,34.7,51.2
2697,Kemba Walker,80,34.2,3.5,1.2,2.9,41.5,1.1,2.8,40.3,60.5
2698,Kendrick Perkins,1,14.5,0.0,0.0,0.0,-,-,-,-,-
2699,Kenneth Faried,32,14.4,0.1,0.0,0.2,14.3,0.0,0.0,0.0,14.3
2700,Kent Bazemore,65,27.5,3.6,1.2,2.9,43.3,1.1,2.7,42.0,63.1
2701,Kentavious Caldwell-Pope,74,33.2,5.2,1.8,4.5,39.2,1.7,4.1,40.3,57.6
2702,Kevin Durant,68,34.2,5.8,2.1,4.1,51.6,1.5,3.1,48.6,70.1
2703,Kevin Love,59,28.0,6.6,2.3,5.6,40.5,2.1,5.0,41.6,58.9
2704,Kevon Looney,66,13.8,0.3,0.1,0.3,45.0,0.0,0.1,25.0,47.5
2705,Khem Birch,42,13.8,0.2,0.1,0.4,29.4,-,-,-,29.4
2706,Khris Middleton,82,36.4,4.9,1.8,4.2,42.1,1.4,3.5,39.2,58.8
2707,Klay Thompson,73,34.3,10.9,4.2,8.5,48.9,2.6,5.7,44.8,64.1
2708,Kobi Simmons,32,20.1,0.9,0.3,1.1,28.6,0.3,0.9,30.0,41.4
2709,Kosta Koufos,71,19.6,0.6,0.3,0.5,62.9,-,-,-,62.9
2710,Kris Dunn,52,29.3,1.5,0.6,1.6,35.4,0.4,1.3,30.0,48.2
2711,Kristaps Porzingis,48,32.4,9.0,3.6,7.9,45.5,1.8,4.4,41.6,57.0
2712,Kyle Anderson,74,26.7,1.0,0.4,1.0,36.0,0.2,0.7,36.0,48.0
2713,Kyle Collinsworth,32,15.0,0.4,0.1,0.5,25.0,0.1,0.5,25.0,37.5
2714,Kyle Korver,73,21.6,6.4,2.2,4.7,47.1,2.0,4.3,46.0,67.9
2715,Kyle Kuzma,77,31.2,5.5,1.9,5.0,37.9,1.7,4.6,37.5,54.9
2716,Kyle Lowry,78,32.2,5.1,1.7,4.1,41.4,1.7,4.1,41.3,61.8
2717,Kyle O'Quinn,77,18.0,0.9,0.4,0.9,50.7,0.1,0.2,30.8,53.7
2718,Kyle Singler,12,4.9,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0
2719,Kyrie Irving,60,32.2,3.7,1.3,3.2,40.4,1.1,2.8,39.9,57.8
2720,LaMarcus Aldridge,75,33.4,3.4,1.5,3.7,42.2,0.3,1.1,29.6,46.5
2721,Lance Stephenson,82,22.6,1.6,0.6,1.7,32.2,0.5,1.6,31.9,47.2
2722,Lance Thomas,73,18.5,2.1,0.7,1.8,39.3,0.6,1.5,40.7,56.3
2723,Langston Galloway,58,14.9,3.2,1.1,3.4,32.5,1.0,3.1,33.1,47.7
2724,Larry Drew II,10,7.0,0.9,0.3,0.7,42.9,0.3,0.7,42.9,64.3
2725,Larry Nance Jr.,66,21.5,1.0,0.5,1.3,38.6,0.0,0.1,25.0,39.8
2726,Lauri Markkanen,68,29.7,6.3,2.2,5.8,37.5,2.0,5.5,36.9,55.0
2727,LeBron James,82,36.9,1.6,0.6,1.3,41.8,0.5,1.2,40.6,59.5
2728,London Perrantes,14,4.7,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
2729,Lonzo Ball,52,34.2,3.4,1.1,3.4,33.0,1.1,3.4,33.1,49.2
2730,Lorenzo Brown,14,9.9,0.2,0.1,0.7,10.0,0.1,0.7,10.0,15.0
2731,Lou Williams,79,32.8,3.7,1.3,3.0,41.8,1.1,2.8,39.9,60.5
2732,Luc Mbah a Moute,61,25.6,2.8,0.9,2.7,34.5,0.9,2.7,35.0,51.8
2733,Lucas Nogueira,49,8.5,0.3,0.1,0.4,26.3,0.1,0.4,26.3,39.5
2734,Luis Montero,2,4.0,0.0,0.0,0.0,-,-,-,-,-
2735,Luke Babbitt,50,14.3,3.2,1.1,2.8,38.3,1.0,2.7,37.6,56.0
2736,Luke Kennard,73,20.0,3.3,1.2,2.5,46.4,0.9,2.1,44.5,65.3
2737,Luke Kornet,20,16.3,3.9,1.3,4.1,32.1,1.3,3.8,33.3,47.5
2738,Luol Deng,1,13.1,0.0,0.0,0.0,-,-,-,-,-
2739,Malachi Richardson,26,12.4,0.8,0.3,1.0,28.0,0.2,0.9,26.1,40.0
2740,Malcolm Brogdon,48,29.9,2.6,0.9,2.6,35.0,0.9,2.4,35.3,51.6
2741,Malcolm Delaney,54,18.8,2.0,0.7,1.7,41.8,0.6,1.5,41.5,60.4
2742,Malcolm Miller,15,8.4,1.6,0.5,1.3,40.0,0.5,1.3,40.0,60.0
2743,Malik Beasley,62,9.4,1.3,0.4,1.2,34.2,0.4,1.2,34.2,51.3
2744,Malik Monk,63,13.5,2.1,0.7,1.8,38.3,0.7,1.7,38.9,56.5
2745,Mangok Mathiang,4,5.0,0.0,0.0,0.0,-,-,-,-,-
2746,Manu Ginobili,65,20.0,2.1,0.7,1.9,37.1,0.7,1.8,38.5,55.2
2747,MarShon Brooks,7,27.5,1.6,0.6,1.9,30.8,0.4,1.3,33.3,42.3
2748,Marc Gasol,73,33.0,6.7,2.6,6.5,40.5,1.4,4.1,35.0,51.6
2749,Marcin Gortat,82,25.3,0.9,0.4,1.0,44.9,-,-,-,44.9
2750,Marco Belinelli,80,24.3,4.5,1.6,4.1,39.0,1.3,3.3,38.2,54.3
2751,Marcus Georges-Hunt,42,5.3,0.2,0.1,0.3,27.3,0.1,0.3,27.3,40.9
2752,Marcus Morris Sr.,54,26.7,4.0,1.4,3.8,37.4,1.2,3.3,36.9,53.7
2753,Marcus Paige,5,5.6,1.2,0.4,1.4,28.6,0.4,1.4,28.6,42.9
2754,Marcus Smart,54,29.9,2.9,1.0,3.1,31.5,0.9,3.0,31.3,46.7
2755,Mario Chalmers,66,21.5,2.1,0.7,2.2,33.3,0.7,2.1,31.4,48.0
2756,Mario Hezonja,75,22.1,3.3,1.1,3.4,33.5,1.0,3.0,33.6,48.4
2757,Markel Brown,4,7.9,0.0,0.0,0.8,0.0,0.0,0.8,0.0,0.0
2758,Markelle Fultz,14,18.1,0.3,0.1,0.2,66.7,0.0,0.1,0.0,66.7
2759,Markieff Morris,73,27.0,4.4,1.7,3.9,43.4,1.0,2.6,38.3,56.3
2760,Marquese Chriss,72,21.2,2.6,0.9,2.9,32.2,0.8,2.5,30.6,45.7
2761,Marquis Teague,3,24.6,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
2762,Marreese Speights,52,13.0,5.0,1.7,4.5,38.0,1.6,4.2,37.7,55.8
2763,Marshall Plumlee,8,6.5,0.0,0.0,0.0,-,-,-,-,-
2764,Marvin Williams,78,25.7,4.8,1.6,4.0,40.8,1.6,3.8,41.4,60.5
2765,Mason Plumlee,74,19.5,0.1,0.0,0.1,33.3,0.0,0.0,-,33.3
2766,Matt Costello,4,8.1,0.0,0.0,0.0,-,-,-,-,-
2767,Matt Williams Jr.,3,3.8,1.0,0.3,1.3,25.0,0.3,1.3,25.0,37.5
2768,Matthew Dellavedova,38,18.7,2.0,0.7,1.7,40.0,0.7,1.6,40.3,59.2
2769,Maurice Harkless,59,21.4,2.4,0.8,1.9,41.7,0.8,1.9,42.7,62.2
2770,Maxi Kleber,72,16.8,1.9,0.7,2.0,35.0,0.6,1.7,32.8,49.0
2771,Meyers Leonard,33,7.7,1.4,0.5,1.2,46.2,0.3,0.8,44.0,60.3
2772,Michael Beasley,74,22.3,1.4,0.6,1.3,42.7,0.3,0.8,40.3,55.7
2773,Michael Carter-Williams,52,16.1,0.7,0.2,1.0,22.6,0.2,1.0,24.0,34.0
2774,Michael Kidd-Gilchrist,74,25.0,0.7,0.3,0.9,39.1,0.0,0.0,0.0,39.1
2775,Mike Conley,12,31.1,2.3,0.8,2.6,29.0,0.8,2.4,31.0,43.5
2776,Mike James,36,19.1,0.6,0.2,0.8,25.9,0.2,0.8,25.9,38.9
2777,Mike Muscala,53,20.0,4.2,1.5,3.6,40.9,1.2,3.1,38.0,57.0
2778,Mike Scott,76,18.5,3.9,1.5,3.2,48.1,0.9,2.0,42.9,61.8
2779,Miles Plumlee,55,16.7,0.0,0.0,0.0,50.0,-,-,-,50.0
2780,Milos Teodosic,45,25.2,4.1,1.4,3.2,44.4,1.3,2.9,44.2,64.4
2781,Milton Doyle,10,12.5,1.2,0.4,1.6,25.0,0.4,1.6,25.0,37.5
2782,Mindaugas Kuzminskas,1,1.9,0.0,0.0,0.0,-,-,-,-,-
2783,Mirza Teletovic,10,15.9,6.1,2.1,4.1,51.2,1.9,3.8,50.0,74.4
2784,Monte Morris,3,8.4,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
2785,Montrezl Harrell,76,17.0,0.1,0.0,0.2,18.8,0.0,0.0,0.0,18.8
2786,Myke Henry,20,18.9,3.1,1.1,3.0,35.0,1.0,2.9,32.8,50.8
2787,Myles Turner,65,28.2,5.2,2.2,5.2,41.7,0.8,2.3,36.5,49.7
2788,Nate Wolters,5,3.8,0.0,0.0,0.0,-,-,-,-,-
2789,Naz Mitrou-Long,1,0.5,3.0,1.0,1.0,100,1.0,1.0,100,150.0
2790,Nemanja Bjelica,67,20.5,3.1,1.0,2.5,41.4,1.0,2.5,41.8,61.8
2791,Nene,52,14.6,0.6,0.3,0.7,42.9,0.0,0.0,0.0,42.9
2792,Nerlens Noel,30,15.7,0.4,0.2,0.5,42.9,0.0,0.0,-,42.9
2793,Nick Collison,15,5.0,0.0,0.0,0.0,-,-,-,-,-
2794,Nick Young,80,17.4,3.5,1.2,3.0,40.3,1.1,2.8,39.6,58.8
2795,Nicolas Batum,64,31.0,4.1,1.5,4.1,36.0,1.2,3.3,35.9,50.4
2796,Nicolas Brussino,4,2.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
2797,Nigel Hayes,9,13.6,1.8,0.7,2.1,31.6,0.4,1.8,25.0,42.1
2798,Nik Stauskas,41,12.8,1.9,0.6,1.5,42.6,0.6,1.5,42.6,63.9
2799,Nikola Jokic,75,32.6,5.2,2.0,4.6,42.9,1.3,3.1,40.5,56.6
2800,Nikola Mirotic,55,27.2,6.2,2.1,5.8,36.4,2.0,5.3,37.1,53.3
2801,Nikola Vucevic,57,29.5,6.2,2.5,6.5,38.6,1.1,3.5,32.0,47.2
2802,Noah Vonleh,54,16.2,1.5,0.6,1.5,38.0,0.4,1.0,36.5,50.0
2803,Norman Powell,70,15.2,2.0,0.7,2.1,31.5,0.6,2.1,31.0,46.6
2804,OG Anunoby,74,20.0,2.6,0.9,2.4,35.4,0.9,2.4,35.2,52.8
2805,Okaro White,6,13.3,2.0,0.7,1.8,36.4,0.7,1.8,36.4,54.5
2806,Omari Johnson,4,18.8,3.0,1.0,3.3,30.8,1.0,3.0,33.3,46.2
2807,Omer Asik,18,10.1,0.1,0.1,0.1,50.0,-,-,-,50.0
2808,Omri Casspi,53,14.0,0.5,0.2,0.4,52.6,0.2,0.3,50.0,76.3
2809,Otto Porter Jr.,77,31.6,5.9,2.2,4.6,47.5,1.5,3.5,44.4,64.0
2810,P.J. Dozier,2,1.6,0.0,0.0,0.0,-,-,-,-,-
2811,P.J. Tucker,82,27.8,4.3,1.5,3.9,37.7,1.4,3.6,37.8,55.4
2812,Pascal Siakam,81,20.7,1.1,0.4,1.7,22.5,0.3,1.6,21.9,32.6
2813,Pat Connaughton,82,18.1,2.4,0.8,2.3,34.6,0.8,2.2,34.4,51.3
2814,Patrick Beverley,11,30.3,4.6,1.5,3.9,39.5,1.5,3.7,41.5,59.3
2815,Patrick McCaw,57,16.9,1.1,0.4,1.3,29.3,0.3,1.2,27.3,41.3
2816,Patrick Patterson,82,15.5,2.3,0.8,2.1,36.8,0.7,2.0,37.4,54.3
2817,Patty Mills,82,25.7,3.8,1.3,3.5,36.5,1.2,3.4,36.7,54.2
2818,Pau Gasol,77,23.5,3.0,1.2,3.4,36.8,0.6,1.5,36.1,45.2
2819,Paul George,79,36.6,6.9,2.3,5.8,40.1,2.2,5.3,41.0,58.8
2820,Paul Millsap,38,30.1,2.9,1.1,2.7,38.8,0.8,2.4,35.6,54.4
2821,Paul Zipser,54,15.3,2.2,0.8,2.1,36.9,0.7,1.8,36.7,53.2
2822,Quincy Acy,70,19.4,4.2,1.4,3.9,35.8,1.4,3.8,36.1,53.3
2823,Quincy Pondexter,23,8.5,0.4,0.1,0.7,17.6,0.1,0.7,17.6,26.5
2824,Quinn Cook,33,22.4,2.5,0.8,1.8,47.5,0.8,1.7,49.1,70.3
2825,RJ Hunter,5,9.0,0.6,0.2,1.2,16.7,0.2,1.2,16.7,25.0
2826,Rajon Rondo,65,26.2,1.5,0.5,1.6,32.1,0.5,1.5,31.0,46.7
2827,Ramon Sessions,28,14.0,0.8,0.3,0.8,34.8,0.3,0.8,31.8,50.0
2828,Rashad Vaughn,28,7.6,1.5,0.5,1.2,42.4,0.5,1.2,42.4,63.6
2829,Raul Neto,41,12.2,1.3,0.4,0.9,51.4,0.4,0.8,51.5,75.7
2830,Raymond Felton,82,16.6,2.0,0.7,1.8,38.2,0.7,1.7,39.1,56.9
2831,Reggie Bullock,62,27.9,5.6,1.9,4.2,46.1,1.7,3.8,45.0,66.9
2832,Reggie Hearn,3,2.2,1.0,0.3,0.3,100,0.3,0.3,100,150.0
2833,Reggie Jackson,45,26.7,1.8,0.6,1.8,33.7,0.6,1.8,32.9,50.0
2834,Richard Jefferson,20,8.2,0.3,0.1,0.4,28.6,0.1,0.3,16.7,35.7
2835,Richaun Holmes,48,15.5,0.6,0.3,1.1,25.5,0.1,0.5,16.0,29.4
2836,Ricky Rubio,77,29.3,3.1,1.1,2.7,39.0,1.0,2.6,37.6,56.7
2837,Robert Covington,80,31.6,7.2,2.4,6.5,37.5,2.4,6.2,37.9,55.7
2838,Robin Lopez,64,26.4,2.0,1.0,2.5,38.3,0.0,0.2,30.0,39.2
2839,Rodney Hood,60,26.9,4.6,1.6,4.3,37.2,1.4,3.7,38.0,53.5
2840,Rodney McGruder,18,16.6,2.3,0.8,1.8,43.8,0.7,1.7,41.9,64.1
2841,Rodney Purvis,16,18.1,2.4,0.9,3.2,27.5,0.7,2.7,25.6,38.2
2842,Ron Baker,29,13.3,0.6,0.2,0.8,25.0,0.2,0.8,27.3,37.5
2843,Rondae Hollis-Jefferson,68,28.2,1.1,0.5,1.4,34.8,0.2,0.7,22.9,40.8
2844,Royce O'Neale,69,16.7,1.4,0.5,1.4,34.7,0.5,1.3,35.5,52.1
2845,Rudy Gay,57,21.6,1.8,0.6,2.0,32.1,0.5,1.6,32.3,45.5
2846,Rudy Gobert,56,32.4,0.1,0.1,0.2,23.1,-,-,-,23.1
2847,Russell Westbrook,80,36.4,1.2,0.4,1.2,35.8,0.3,1.0,34.2,49.5
2848,Ryan Anderson,66,26.1,5.4,1.8,4.7,38.2,1.8,4.7,38.3,57.3
2849,Ryan Arcidiacono,24,12.7,1.0,0.3,1.1,30.8,0.3,1.1,30.8,46.2
2850,Salah Mejri,61,11.9,0.0,0.0,0.1,25.0,0.0,0.0,0.0,25.0
2851,Sam Dekker,73,12.1,0.4,0.1,0.8,17.5,0.1,0.7,15.1,24.6
2852,Scotty Hopson,1,8.4,0.0,0.0,0.0,-,-,-,-,-
2853,Sean Kilpatrick,52,12.3,2.0,0.7,2.0,33.0,0.7,1.9,34.7,49.5
2854,Semi Ojeleye,73,15.8,1.4,0.5,1.6,30.4,0.5,1.5,31.5,45.7
2855,Serge Ibaka,76,27.5,5.6,2.1,5.2,40.6,1.3,3.6,36.6,53.1
2856,Shabazz Muhammad,43,9.7,0.5,0.2,0.6,26.9,0.1,0.6,25.0,38.5
2857,Shabazz Napier,74,20.7,2.2,0.8,1.7,45.5,0.7,1.6,44.9,67.1
2858,Shane Larkin,54,14.3,1.3,0.4,1.1,40.7,0.4,1.1,41.4,61.0
2859,Shaquille Harrison,23,16.7,0.7,0.2,0.8,27.8,0.2,0.8,27.8,41.7
2860,Shaun Livingston,71,15.9,0.1,0.1,0.1,40.0,0.0,0.0,0.0,40.0
2861,Shelvin Mack,69,19.8,1.3,0.4,1.1,39.5,0.4,1.0,41.7,59.2
2862,Sindarius Thornwell,73,15.8,1.1,0.4,1.0,42.9,0.3,0.8,40.4,59.3
2863,Skal Labissiere,60,20.7,1.9,0.8,2.0,41.5,0.3,0.8,37.8,48.7
2864,Solomon Hill,12,15.6,1.0,0.3,1.7,20.0,0.3,1.7,20.0,30.0
2865,Spencer Dinwiddie,80,28.8,2.5,0.8,2.3,36.0,0.8,2.3,36.8,54.0
2866,Stanley Johnson,69,27.4,2.8,0.9,2.9,31.8,0.9,2.8,31.6,47.3
2867,Stephen Curry,51,32.0,7.4,2.6,5.7,45.3,2.3,5.2,43.6,65.4
2868,Sterling Brown,54,14.4,1.5,0.5,1.5,32.9,0.5,1.4,32.1,48.2
2869,Steven Adams,76,32.7,0.6,0.3,0.5,57.9,0.0,0.0,0.0,57.9
2870,T.J. Leaf,53,8.7,1.1,0.4,0.9,42.6,0.3,0.8,42.9,61.7
2871,T.J. McConnell,76,22.5,1.0,0.4,0.8,45.8,0.3,0.7,47.1,66.1
2872,T.J. Warren,65,33.0,2.5,1.1,3.0,36.8,0.3,1.2,25.6,42.0
2873,Taj Gibson,82,33.2,1.6,0.7,2.0,37.7,0.1,0.4,21.2,39.8
2874,Tarik Black,51,10.5,0.1,0.0,0.2,9.1,0.0,0.2,12.5,13.6
2875,Taurean Prince,82,30.0,5.1,1.7,4.2,41.1,1.7,4.0,42.1,61.3
2876,Terrance Ferguson,61,12.5,2.0,0.7,1.9,36.5,0.6,1.8,35.1,53.5
2877,Terrence Ross,24,25.0,3.4,1.2,3.3,36.3,1.0,2.9,32.9,50.6
2878,Terry Rozier,80,25.9,3.5,1.2,3.0,40.3,1.1,2.8,40.3,59.5
2879,Thabo Sefolosha,38,21.2,2.7,1.0,2.4,40.2,0.7,2.0,36.8,55.4
2880,Thaddeus Young,81,32.2,2.3,0.8,2.5,33.0,0.6,2.0,31.1,45.8
2881,Thomas Bryant,15,4.8,0.3,0.1,0.6,22.2,0.1,0.5,12.5,27.8
2882,Thon Maker,74,16.7,2.2,0.9,2.3,39.5,0.4,1.3,30.9,48.2
2883,Tim Frazier,59,14.2,0.6,0.2,0.6,34.2,0.2,0.5,31.3,47.4
2884,Tim Hardaway Jr.,57,33.1,5.6,2.0,5.4,37.3,1.6,4.7,34.2,52.1
2885,Tim Quarterman,3,4.3,0.0,0.0,0.0,-,0.0,0.0,-,-
2886,Timofey Mozgov,31,11.6,0.5,0.2,0.6,25.0,0.1,0.5,25.0,35.0
2887,Timothe Luwawu-Cabarrot,52,15.5,2.9,1.0,3.0,32.7,0.9,2.8,32.7,48.1
2888,Tobias Harris,80,33.3,5.6,1.9,4.7,40.6,1.8,4.4,40.7,59.8
2889,Tomas Satoransky,73,22.5,2.2,0.8,1.4,53.4,0.6,1.2,52.2,76.2
2890,Tony Allen,22,12.4,0.6,0.2,0.7,31.3,0.2,0.5,33.3,43.8
2891,Tony Bradley,9,3.2,0.2,0.1,0.6,20.0,0.0,0.1,0.0,20.0
2892,Tony Parker,55,19.5,0.8,0.3,0.9,32.7,0.2,0.6,27.3,41.3
2893,Tony Snell,75,27.4,4.1,1.4,3.5,38.6,1.3,3.3,40.2,57.8
2894,Torrey Craig,39,16.1,1.5,0.5,1.4,37.5,0.4,1.3,32.7,52.7
2895,Travis Wear,17,13.4,2.7,0.9,2.9,32.7,0.8,2.3,35.9,46.9
2896,Treveon Graham,63,16.7,1.9,0.6,1.5,42.1,0.6,1.4,43.8,62.6
2897,Trevor Ariza,67,33.9,6.7,2.2,5.6,39.5,2.2,5.6,39.9,59.3
2898,Trevor Booker,68,17.0,0.4,0.1,0.5,26.5,0.1,0.4,23.1,35.3
2899,Trey Burke,36,21.8,2.7,1.0,2.1,46.1,0.8,1.8,41.5,63.8
2900,Trey Lyles,73,19.1,3.2,1.1,2.8,40.3,1.0,2.6,39.4,58.7
2901,Trey McKinney-Jones,1,1.2,0.0,0.0,0.0,-,-,-,-,-
2902,Tristan Thompson,53,20.2,0.1,0.0,0.1,33.3,-,-,-,33.3
2903,Troy Daniels,79,20.5,5.5,1.9,4.6,40.7,1.7,4.3,40.7,59.6
2904,Troy Williams,21,14.6,1.5,0.5,1.6,33.3,0.5,1.5,31.3,48.5
2905,Tyler Cavanaugh,39,13.3,2.7,0.9,2.3,42.0,0.8,2.1,38.6,60.2
2906,Tyler Dorsey,56,17.4,2.7,0.9,2.6,35.7,0.9,2.5,35.7,53.1
2907,Tyler Ennis,54,12.7,0.5,0.2,0.6,29.4,0.2,0.6,27.3,42.6
2908,Tyler Johnson,72,28.5,5.0,1.8,4.7,37.6,1.5,4.0,37.5,53.7
2909,Tyler Lydon,1,2.2,0.0,0.0,0.0,-,-,-,-,-
2910,Tyler Ulis,71,23.4,0.9,0.3,0.9,33.3,0.3,0.8,31.6,47.0
2911,Tyler Zeller,66,16.8,0.6,0.2,0.6,36.8,0.2,0.4,41.7,50.0
2912,Tyreke Evans,52,30.9,2.5,0.9,2.2,39.8,0.8,2.1,38.9,58.4
2913,Tyrone Wallace,30,28.4,1.0,0.3,1.3,25.0,0.3,1.3,26.3,37.5
2914,Tyson Chandler,46,25.0,0.1,0.0,0.0,100,-,-,-,100
2915,Tyus Jones,82,17.9,1.6,0.5,1.4,40.2,0.5,1.3,39.3,58.9
2916,Udonis Haslem,14,5.1,0.2,0.1,0.9,7.7,0.1,0.6,12.5,11.5
2917,Vander Blue,5,9.0,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0
