,name,game_participate,minutes,pts,FGM,FGA,FG%,3PM,3PA,3P%,EFG%
2288,Timothe Luwawu-Cabarrot,50,13.4,2.2,0.7,2.2,33.0,0.7,2.2,32.7,49.1
2289,Tobias Harris,82,34.7,4.1,1.4,3.6,38.1,1.3,3.5,38.2,56.2
2290,Tomas Satoransky,80,27.0,2.3,0.8,1.9,40.3,0.7,1.8,39.7,59.1
2291,Tony Bradley,3,12.0,0.0,0.0,0.0,-,-,-,-,-
2292,Tony Parker,56,17.9,0.8,0.3,1.0,30.9,0.2,0.8,29.5,42.7
2293,Tony Snell,74,17.6,3.1,1.1,2.6,39.8,1.0,2.6,40.0,59.2
2294,Torrey Craig,75,20.0,2.3,0.8,2.4,31.5,0.8,2.4,31.7,47.2
2295,Trae Young,81,30.9,1.9,0.6,1.7,37.4,0.6,1.6,36.8,55.0
2296,Treveon Graham,35,20.4,3.3,1.1,3.5,30.6,1.1,3.5,30.9,46.0
2297,Trevon Duval,3,1.9,1.0,0.3,0.3,100,0.3,0.3,100,150.0
2298,Trevor Ariza,69,34.0,4.8,1.6,4.7,34.3,1.6,4.6,34.1,51.1
2299,Trey Burke,58,19.4,1.6,0.5,1.6,33.3,0.5,1.5,33.7,48.9
2300,Trey Lyles,64,17.5,2.4,0.8,3.0,28.3,0.7,2.8,25.6,40.1
2301,Tristan Thompson,43,27.9,0.0,0.0,0.1,25.0,-,-,-,25.0
2302,Troy Brown Jr.,52,14.0,1.0,0.3,1.1,29.8,0.3,1.0,32.1,44.7
2303,Troy Caupain,4,3.9,0.8,0.3,0.5,50.0,0.3,0.5,50.0,75.0
2304,Troy Daniels,51,14.9,3.0,1.0,2.7,37.2,1.0,2.6,36.6,55.1
2305,Troy Williams,21,14.9,2.0,0.7,2.0,32.6,0.7,2.0,34.1,48.8
2306,Tyler Cavanaugh,11,3.6,0.3,0.1,0.5,20.0,0.1,0.5,20.0,30.0
2307,Tyler Davis,1,0.9,0.0,0.0,0.0,-,-,-,-,-
2308,Tyler Dorsey,48,14.5,2.2,0.7,2.0,35.7,0.7,2.0,35.4,53.1
2309,Tyler Johnson,57,26.8,4.5,1.5,4.5,34.0,1.5,4.2,34.7,50.4
2310,Tyler Lydon,25,3.7,0.5,0.2,0.4,44.4,0.2,0.4,44.4,66.7
2311,Tyler Ulis,1,0.8,0.0,0.0,0.0,-,-,-,-,-
2312,Tyler Zeller,6,15.5,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0
2313,Tyreke Evans,69,20.3,1.9,0.7,1.7,39.5,0.6,1.6,38.7,58.3
2314,Tyrone Wallace,62,10.1,0.3,0.1,0.3,31.6,0.1,0.3,23.5,42.1
2315,Tyson Chandler,55,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2316,Tyus Jones,68,22.9,1.2,0.4,1.1,36.5,0.4,1.0,36.8,53.4
2317,Udonis Haslem,10,7.5,0.8,0.4,1.7,23.5,0.0,1.0,0.0,23.5
2318,Victor Oladipo,36,31.9,3.6,1.3,3.1,40.9,1.1,2.7,40.6,58.6
2319,Vince Carter,76,17.5,4.1,1.4,3.5,39.4,1.3,3.4,39.5,58.4
2320,Vincent Edwards,2,7.9,1.5,0.5,2.0,25.0,0.5,2.0,25.0,37.5
2321,Wade Baldwin IV,16,5.9,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0
2322,Walt Lemon Jr.,6,27.9,1.0,0.3,0.8,40.0,0.3,0.8,40.0,60.0
2323,Wayne Ellington,53,24.5,5.3,1.8,4.9,36.5,1.8,4.8,36.6,54.4
2324,Wayne Selden,75,19.2,1.9,0.6,2.0,32.0,0.6,1.9,31.9,47.0
2325,Wendell Carter Jr.,44,25.2,2.0,0.9,2.2,41.2,0.1,0.6,23.1,44.3
2326,Wes Iwundu,68,18.1,1.3,0.5,1.2,38.6,0.4,1.1,37.0,54.8
2327,Wesley Johnson,38,14.1,1.4,0.5,1.8,26.5,0.4,1.6,28.3,39.0
2328,Wesley Matthews,69,30.3,5.3,1.8,4.4,40.4,1.7,4.3,40.1,59.6
2329,Will Barton,43,27.7,3.4,1.1,3.0,38.3,1.1,2.8,38.8,56.6
2330,Willie Cauley-Stein,81,27.3,0.5,0.2,0.6,36.7,0.0,0.0,100,37.8
2331,Willy Hernangomez,58,14.0,0.9,0.3,0.9,36.0,0.2,0.6,37.8,50.0
2332,Wilson Chandler,51,23.1,3.3,1.1,2.8,38.9,1.1,2.7,40.0,58.3
2333,Yante Maten,2,6.5,0.0,0.0,0.0,-,0.0,0.0,-,-
2334,Yogi Ferrell,71,15.0,1.4,0.5,1.2,37.5,0.5,1.2,37.2,55.7
2335,Yuta Watanabe,15,11.6,0.7,0.3,1.1,23.5,0.1,0.9,14.3,29.4
2336,Zach Collins,77,17.6,1.5,0.5,1.7,30.6,0.4,1.5,29.8,43.3
2337,Zach LaVine,63,34.5,2.2,0.8,2.0,38.4,0.7,1.7,37.3,54.8
2338,Zach Lofton,1,3.8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2339,Zaza Pachulia,68,12.9,0.4,0.2,0.5,32.4,0.0,0.0,0.0,32.4
2340,Zhaire Smith,6,18.4,2.0,0.7,2.2,30.8,0.7,2.0,33.3,46.2
2341,Zhou Qi,1,1.0,0.0,0.0,0.0,-,-,-,-,-
2402,Aaron Brooks,32,5.9,0.8,0.3,0.5,53.3,0.3,0.4,57.1,80.0
2403,Aaron Gordon,58,32.9,5.0,1.7,4.6,37.7,1.5,3.9,39.2,54.5
2404,Aaron Harrison,9,25.9,2.7,0.9,4.1,21.6,0.9,4.1,21.6,32.4
2405,Aaron Jackson,1,34.5,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
2406,Abdel Nader,48,10.9,1.4,0.5,1.4,35.4,0.5,1.3,34.9,52.3
2407,Adreian Payne,5,8.5,1.6,0.6,1.0,60.0,0.4,0.6,66.7,80.0
2408,Al Horford,72,31.6,4.3,1.6,3.7,43.7,1.2,2.7,42.1,59.5
2409,Al Jefferson,36,13.4,1.1,0.6,1.4,39.2,0.0,0.1,0.0,39.2
2410,Al-Farouq Aminu,69,30.0,5.1,1.7,4.7,36.6,1.7,4.5,37.2,54.7
2411,Alan Williams,5,14.1,0.0,0.0,0.6,0.0,-,-,-,0.0
2412,Alec Burks,64,16.5,1.1,0.4,1.2,30.7,0.4,1.1,31.5,46.0
2413,Alec Peters,20,11.2,2.7,0.9,2.8,32.1,0.9,2.7,31.5,47.3
2414,Alex Abrines,75,15.1,3.3,1.1,2.8,39.6,1.1,2.7,40.8,59.0
2415,Alex Caruso,37,15.2,0.6,0.2,0.7,32.0,0.2,0.6,31.8,46.0
2416,Alex Len,69,20.2,0.3,0.1,0.4,33.3,0.0,0.0,33.3,35.0
2417,Alex Poythress,25,4.2,0.5,0.2,0.5,33.3,0.2,0.4,36.4,50.0
2418,Alfonzo McKinnie,14,3.8,0.4,0.1,0.6,25.0,0.1,0.6,25.0,37.5
2419,Allen Crabbe,75,29.3,7.2,2.4,6.1,39.9,2.4,5.8,40.7,59.3
2420,Amir Johnson,74,15.8,0.4,0.1,0.4,33.3,0.1,0.4,32.1,47.0
2421,Andre Drummond,78,33.7,0.1,0.1,0.2,27.8,0.0,0.1,0.0,27.8
2422,Andre Iguodala,64,25.4,1.3,0.5,1.6,29.1,0.3,1.3,25.6,39.8
2423,Andre Ingram,2,32.1,7.5,2.5,4.0,62.5,2.5,4.0,62.5,93.8
2424,Andre Roberson,39,26.6,0.6,0.2,0.9,22.9,0.2,0.9,23.5,34.3
2425,Andrew Bogut,24,9.0,0.2,0.1,0.1,66.7,-,-,-,66.7
2426,Andrew Harrison,56,23.7,1.6,0.6,1.7,33.3,0.5,1.6,33.0,48.9
2427,Andrew White III,15,13.9,3.0,1.0,3.0,33.3,1.0,2.8,35.7,50.0
2428,Andrew Wiggins,82,36.3,3.4,1.2,3.3,35.2,1.1,3.1,34.9,51.6
2429,Ante Zizic,32,6.7,0.1,0.0,0.1,25.0,-,-,-,25.0
2430,Anthony Brown,1,3.7,3.0,1.0,1.0,100,1.0,1.0,100,150.0
2431,Anthony Davis,75,36.4,2.9,1.2,3.3,35.2,0.6,1.9,33.1,44.7
2432,Anthony Tolliver,79,22.2,6.0,2.0,4.5,44.9,2.0,4.4,44.9,67.1
2433,Antonio Blakeney,19,16.5,1.5,0.5,1.7,31.3,0.5,1.5,32.1,45.3
2434,Antonius Cleveland,17,7.2,0.5,0.2,0.4,42.9,0.1,0.2,66.7,57.1
2435,Aron Baynes,81,18.3,1.9,0.9,1.9,47.7,0.0,0.3,14.3,48.7
2436,Arron Afflalo,53,12.9,1.6,0.5,1.4,38.7,0.5,1.1,43.1,55.3
2437,Austin Rivers,61,33.7,2.6,0.9,2.4,36.1,0.9,2.4,36.3,54.1
2438,Avery Bradley,46,31.2,5.2,1.9,5.0,37.5,1.5,3.7,39.6,51.9
2439,Bam Adebayo,69,19.8,0.3,0.1,0.5,25.0,0.0,0.1,0.0,25.0
2440,Ben McLemore,56,19.5,2.7,0.9,2.6,35.8,0.8,2.2,38.8,51.7
2441,Ben Moore,2,4.6,0.0,0.0,0.0,-,-,-,-,-
2442,Ben Simmons,81,33.7,0.0,0.0,0.1,16.7,0.0,0.1,0.0,16.7
2443,Bismack Biyombo,82,18.2,0.4,0.2,0.5,34.9,-,-,-,34.9
2444,Blake Griffin,58,34.0,3.8,1.4,3.8,35.9,1.1,3.1,35.6,50.2
2445,Boban Marjanovic,39,8.7,0.2,0.1,0.3,33.3,-,-,-,33.3
2446,Bobby Brown,20,5.7,0.5,0.2,0.6,25.0,0.2,0.6,25.0,37.5
2447,Bobby Portis,73,22.5,4.0,1.5,3.8,39.1,1.0,2.8,35.7,52.3
2448,Bogdan Bogdanovic,78,27.9,3.6,1.3,3.2,39.9,1.1,2.8,39.4,57.1
2449,Bojan Bogdanovic,80,30.8,5.2,1.8,4.4,41.0,1.6,4.1,40.0,59.5
2450,Bradley Beal,82,36.3,5.5,1.9,4.4,44.3,1.7,3.9,43.0,63.2
2451,Brandan Wright,28,13.6,0.2,0.1,0.2,60.0,-,-,-,60.0
2452,Brandon Ingram,59,33.5,2.3,0.8,2.0,42.0,0.6,1.5,41.1,57.6
2453,Brandon Jennings,14,14.7,0.9,0.3,1.5,19.0,0.3,1.4,20.0,28.6
2454,Brandon Paul,64,9.0,0.8,0.3,0.8,32.1,0.2,0.7,31.9,46.2
2455,Briante Weber,18,13.1,0.2,0.1,0.2,33.3,0.1,0.2,33.3,50.0
2456,Brice Johnson,18,5.4,0.3,0.2,0.6,27.3,0.0,0.1,0.0,27.3
2457,Brook Lopez,74,23.4,4.6,1.6,4.6,34.9,1.4,4.1,34.3,50.3
2458,Bruno Caboclo,12,8.9,0.9,0.3,1.7,20.0,0.3,1.4,17.6,27.5
2459,Bryn Forbes,80,19.0,2.9,1.0,2.7,37.3,1.0,2.4,39.4,55.2
2460,Buddy Hield,80,25.3,4.7,1.7,3.3,50.6,1.4,2.9,50.2,72.6
2461,C.J. Williams,38,18.6,1.4,0.5,1.7,31.3,0.4,1.4,25.9,42.2
2462,CJ McCollum,81,36.1,4.0,1.4,3.3,42.9,1.2,2.8,43.5,61.0
2463,CJ Miles,70,19.1,6.1,2.0,5.7,35.7,2.0,5.6,36.0,53.4
2464,Caleb Swanigan,27,7.0,0.3,0.1,0.5,30.8,0.0,0.3,14.3,34.6
2465,Cameron Payne,25,23.3,2.1,0.7,1.5,47.4,0.6,1.4,44.4,68.4
2466,Caris LeVert,71,26.2,2.4,0.8,2.2,37.3,0.8,2.1,36.9,55.2
2467,Carmelo Anthony,78,32.1,6.4,2.3,5.9,38.9,1.8,4.8,37.3,54.3
2468,Cedi Osman,61,11.0,1.4,0.5,1.3,36.7,0.5,1.3,37.2,55.1
2469,Chandler Parsons,36,19.2,3.1,1.0,2.5,41.1,1.0,2.3,43.4,61.1
2470,Channing Frye,53,13.1,2.5,0.9,2.5,36.6,0.7,2.0,35.2,50.8
2471,Charles Cooke,13,2.9,0.2,0.1,0.5,16.7,0.1,0.5,16.7,25.0
2472,Cheick Diallo,52,11.2,0.4,0.2,0.5,39.3,-,-,-,39.3
2473,Chinanu Onuaku,1,21.6,0.0,0.0,1.0,0.0,-,-,-,0.0
2474,Chris Boucher,1,1.3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2475,Chris McCullough,19,4.7,0.3,0.1,0.6,16.7,0.1,0.4,14.3,20.8
2476,Chris Paul,58,31.8,1.3,0.4,1.1,40.3,0.4,1.0,41.1,58.9
2477,Clint Capela,74,27.5,0.0,0.0,0.0,50.0,-,-,-,50.0
2478,Cody Zeller,33,19.0,0.7,0.3,0.7,45.8,0.1,0.1,66.7,50.0
2479,Cole Aldrich,21,2.3,0.0,0.0,0.0,0.0,-,-,-,0.0
2480,Corey Brewer,72,16.8,1.3,0.4,1.4,30.7,0.4,1.4,31.0,46.0
2481,Cory Joseph,82,27.0,2.3,0.8,2.1,38.2,0.7,1.9,38.6,55.6
2482,Courtney Lee,76,30.4,3.8,1.4,3.2,43.2,1.1,2.6,42.0,60.6
2483,Cristiano Felicio,55,17.8,0.2,0.1,0.4,25.0,0.0,0.0,0.0,25.0
2484,D'Angelo Russell,48,25.7,3.6,1.2,3.3,36.9,1.1,3.1,36.4,54.5
2485,D.J. Augustin,75,23.5,2.6,0.9,2.0,43.7,0.9,2.0,43.7,65.6
2486,D.J. Wilson,22,3.2,0.3,0.1,0.3,33.3,0.1,0.2,40.0,50.0
2487,Dakari Johnson,31,5.2,0.2,0.1,0.1,75.0,-,-,-,75.0
2488,Damian Jones,15,5.9,0.0,0.0,0.3,0.0,-,-,-,0.0
2489,Damian Lillard,73,36.6,3.6,1.3,3.2,40.9,0.9,2.7,35.6,55.5
2490,Damien Wilkins,19,8.0,0.5,0.2,0.8,18.8,0.2,0.8,18.8,28.1
2491,Damion Lee,15,27.0,3.3,1.2,3.5,34.6,0.9,3.1,28.3,47.1
2492,Damyean Dotson,44,10.8,1.5,0.5,1.6,32.4,0.4,1.1,36.0,45.1
2493,Daniel Hamilton,6,4.6,0.5,0.2,0.5,33.3,0.2,0.5,33.3,50.0
2494,Daniel Theis,63,14.9,1.4,0.6,1.4,38.9,0.3,0.9,29.8,48.3
2495,Danilo Gallinari,21,32.0,5.0,1.9,5.1,36.1,1.3,4.1,31.0,48.6
2496,Danny Green,70,25.6,4.3,1.5,4.0,36.2,1.4,3.8,37.2,53.9
2497,Dante Cunningham,73,21.4,2.8,1.0,2.7,36.5,0.8,2.3,34.7,51.3
2498,Dante Exum,14,16.8,0.9,0.3,1.1,26.7,0.3,1.1,26.7,40.0
2499,Danuel House Jr.,23,17.5,1.4,0.5,1.9,25.0,0.5,1.8,26.8,37.5
2500,Dario Saric,78,29.6,6.5,2.3,5.7,40.0,2.0,4.8,41.0,57.5
2501,Darius Miller,82,23.7,4.8,1.6,4.0,40.7,1.5,3.8,40.4,59.9
2502,Darrell Arthur,19,7.4,1.9,0.7,1.6,45.2,0.4,1.2,36.4,58.1
2503,Darren Collison,69,29.3,3.0,1.1,2.2,47.7,0.9,1.9,47.7,68.3
2504,Darrun Hilliard,14,6.8,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
2505,David Nwaba,70,23.5,0.7,0.2,0.7,37.0,0.2,0.7,37.0,55.4
2506,David Stockton,3,3.1,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
2507,David West,73,13.7,1.8,0.9,1.8,48.8,0.0,0.1,33.3,49.6
2508,Davis Bertans,77,14.1,3.8,1.3,3.1,41.4,1.2,3.0,40.8,61.0
2509,Davon Reed,21,11.5,1.8,0.6,1.7,36.1,0.5,1.5,35.5,51.4
2510,De'Aaron Fox,73,27.7,1.2,0.4,1.3,32.6,0.3,1.1,30.9,45.8
2511,DeAndre Jordan,77,31.5,0.0,0.0,0.0,-,-,-,-,-
2512,DeAndre Liggins,58,12.5,0.9,0.3,0.9,36.5,0.3,0.8,35.6,51.9
2513,DeAndre' Bembry,26,17.5,1.3,0.4,1.0,40.7,0.4,1.0,40.7,61.1
2514,DeMar DeRozan,80,33.9,2.8,1.1,2.8,37.6,0.7,2.1,34.8,50.2
2515,DeMarcus Cousins,48,36.2,5.9,2.0,5.5,36.2,1.9,5.3,36.4,53.6
2516,DeMarre Carroll,73,29.9,5.2,1.7,4.5,38.5,1.7,4.4,38.8,57.4
2517,Dejounte Murray,81,21.5,0.4,0.2,0.5,31.0,0.1,0.4,27.3,41.7
2518,Delon Wright,69,20.8,1.8,0.6,1.5,40.8,0.6,1.5,41.2,61.2
2519,Demetrius Jackson,15,5.3,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
2520,Dennis Schroder,67,31.0,2.0,0.8,2.4,31.1,0.5,1.9,28.0,41.8
2521,Dennis Smith Jr.,69,29.7,2.4,0.8,2.2,36.7,0.8,2.1,37.2,54.7
2522,Denzel Valentine,77,27.2,3.6,1.2,3.2,39.1,1.2,3.0,39.0,57.4
2523,Derrick Favors,77,28.0,2.1,1.0,2.8,35.0,0.2,0.8,21.7,38.1
2524,Derrick Jones Jr.,20,12.3,0.5,0.2,1.0,15.8,0.2,0.9,16.7,23.7
2525,Derrick Rose,25,16.8,0.5,0.2,1.0,16.7,0.2,0.9,17.4,25.0
2526,Derrick Walton Jr.,16,9.2,0.9,0.3,0.8,41.7,0.3,0.7,45.5,62.5
2527,Derrick White,17,8.2,0.7,0.2,0.5,44.4,0.2,0.4,57.1,66.7
2528,Derrick Williams,2,4.3,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
2529,Devin Booker,54,34.5,4.8,1.7,4.0,42.7,1.3,3.3,40.4,59.2
2530,Devin Harris,71,18.9,2.4,0.8,2.1,38.4,0.8,2.0,37.9,57.2
2531,Devin Robinson,1,13.2,0.0,0.0,0.0,-,-,-,-,-
2532,Dewayne Dedmon,62,24.9,3.7,1.5,3.5,41.7,0.8,2.2,36.5,53.2
2533,Deyonta Davis,62,15.2,0.8,0.4,1.0,36.9,-,-,-,36.9
2534,Dillon Brooks,82,28.7,3.1,1.1,2.7,40.0,1.0,2.4,40.1,58.0
2535,Dion Waiters,30,30.6,4.0,1.4,4.1,33.6,1.2,3.7,33.6,48.8
2536,Dirk Nowitzki,77,24.7,7.8,3.0,6.6,46.2,1.7,4.1,42.1,59.4
2537,Domantas Sabonis,74,24.5,2.1,1.0,2.5,39.3,0.2,0.5,35.3,42.6
2538,Donovan Mitchell,79,33.4,3.7,1.2,3.0,40.4,1.2,3.0,40.6,60.6
2539,Dorian Finney-Smith,21,21.3,2.8,1.0,2.8,33.9,0.9,2.7,33.3,50.0
2540,Doug McDermott,81,21.8,3.4,1.2,2.7,42.5,1.1,2.3,45.8,62.2
2541,Dragan Bender,82,25.2,4.3,1.5,4.0,36.2,1.4,3.9,36.7,53.8
2542,Draymond Green,70,32.7,3.3,1.2,3.6,31.9,1.0,3.2,30.8,45.7
2543,Dwayne Bacon,53,13.5,0.6,0.2,0.7,28.2,0.2,0.7,28.6,41.0
2544,Dwight Buycks,29,14.7,0.6,0.2,0.6,37.5,0.1,0.5,28.6,50.0
2545,Dwight Howard,81,30.4,0.8,0.4,1.2,33.7,0.0,0.1,16.7,34.2
2546,Dwight Powell,79,21.2,1.2,0.4,1.3,33.7,0.3,1.0,35.1,46.6
2547,Dwyane Wade,67,22.9,0.7,0.3,1.0,29.2,0.2,0.6,27.9,38.5
2548,E'Twaun Moore,82,31.5,4.5,1.5,3.6,42.9,1.4,3.3,43.3,62.6
2549,Ed Davis,78,18.9,0.1,0.0,0.0,66.7,0.0,0.0,-,66.7
2550,Edmond Sumner,1,2.2,0.0,0.0,0.0,-,-,-,-,-
2551,Ekpe Udoh,63,12.9,0.1,0.0,0.2,14.3,0.0,0.0,0.0,14.3
2552,Elfrid Payton,63,28.7,1.2,0.4,1.2,33.8,0.4,1.1,34.7,50.7
2553,Emeka Okafor,26,13.6,0.8,0.4,0.9,47.8,-,-,-,47.8
2554,Emmanuel Mudiay,64,19.4,1.5,0.5,1.5,34.4,0.5,1.4,33.0,49.5
2555,Enes Freedom,71,25.8,0.7,0.3,0.8,43.6,0.0,0.0,0.0,43.6
2556,Eric Bledsoe,74,31.4,3.6,1.2,3.1,39.7,1.1,2.9,39.0,58.3
2557,Eric Gordon,69,31.2,6.7,2.3,5.8,38.8,2.2,5.8,38.5,57.8
2558,Eric Moreland,67,12.0,0.1,0.0,0.1,37.5,-,-,-,37.5
2559,Erik McCree,4,1.9,0.0,0.0,0.0,-,0.0,0.0,-,-
2560,Ersan Ilyasova,69,25.1,4.4,1.6,4.1,40.2,1.2,3.0,38.9,54.6
2561,Evan Fournier,57,32.2,5.9,2.1,5.0,41.4,1.7,4.3,40.3,58.6
2562,Evan Turner,79,25.7,1.6,0.6,1.8,33.1,0.5,1.6,30.6,46.8
2563,Frank Kaminsky,79,23.2,4.0,1.4,3.6,38.5,1.2,3.3,37.5,55.4
2564,Frank Mason III,52,18.9,0.5,0.2,0.6,30.0,0.2,0.5,33.3,45.0
2565,Frank Ntilikina,78,21.9,1.5,0.5,1.6,31.7,0.4,1.2,36.1,45.6
2566,Fred VanVleet,76,20.0,3.2,1.1,2.5,43.9,1.1,2.4,44.5,65.5
2567,Furkan Korkmaz,14,5.7,1.1,0.4,1.1,31.3,0.4,1.1,33.3,46.9
2568,Garrett Temple,65,24.8,3.6,1.2,3.0,41.8,1.1,2.5,43.6,60.1
2569,Gary Harris,67,34.4,5.4,1.8,4.4,41.4,1.8,4.3,41.3,61.4
2570,Gary Payton II,23,9.6,0.8,0.3,1.0,27.3,0.3,1.0,27.3,40.9
2571,George Hill,67,27.0,2.8,1.0,2.4,40.5,0.9,2.2,41.6,60.1
2572,Georges Niang,9,3.5,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0
2573,Georgios Papagiannis,17,7.2,0.6,0.3,0.6,45.5,-,-,-,45.5
2574,Gerald Green,41,22.7,5.7,1.9,5.4,35.9,1.9,5.2,35.8,53.2
2575,Gian Clavell,7,9.1,2.6,0.9,1.7,50.0,0.9,1.7,50.0,75.0
2576,Giannis Antetokounmpo,75,36.7,1.3,0.5,1.3,34.3,0.4,1.1,34.9,49.5
2577,Glenn Robinson III,23,14.7,2.0,0.7,1.6,43.2,0.6,1.4,42.4,62.2
2578,Goran Dragic,75,31.7,3.5,1.2,2.9,41.0,1.1,2.6,41.1,59.7
2579,Gordon Hayward,1,5.3,2.0,1.0,2.0,50.0,0.0,1.0,0.0,50.0
2580,Gorgui Dieng,79,16.9,2.3,1.0,2.3,45.3,0.2,0.7,30.2,49.7
2581,Greg Monroe,51,20.4,0.1,0.0,0.2,22.2,-,-,-,22.2
2582,Guerschon Yabusele,33,7.1,1.2,0.4,1.2,34.2,0.4,1.1,33.3,50.0
2583,Harrison Barnes,77,34.2,4.1,1.5,4.0,37.6,1.1,3.3,35.1,52.0
2584,Hassan Whiteside,54,25.3,1.4,0.7,1.6,43.0,0.0,0.0,100,44.2
2585,Henry Ellenson,38,8.7,1.6,0.5,1.7,30.8,0.5,1.5,33.9,45.4
2586,Ian Clark,74,19.7,2.0,0.7,1.9,35.0,0.6,1.9,32.6,50.7
2587,Ian Mahinmi,77,14.9,0.0,0.0,0.1,16.7,0.0,0.0,0.0,16.7
2588,Ike Anigbogu,11,2.7,0.5,0.3,0.5,60.0,-,-,-,60.0
2589,Iman Shumpert,14,19.7,0.6,0.2,1.4,15.8,0.2,1.2,17.6,23.7
2590,Isaiah Canaan,20,21.1,1.7,0.6,1.4,39.3,0.6,1.4,39.3,58.9
2591,Isaiah Hicks,18,13.3,0.7,0.3,1.0,27.8,0.1,0.4,25.0,33.3
2592,Isaiah Taylor,67,17.4,0.7,0.3,1.0,26.1,0.2,0.9,24.6,36.2
2593,Isaiah Thomas,32,26.9,2.2,0.7,2.5,28.8,0.7,2.4,29.5,43.1
2594,Isaiah Whitehead,16,11.2,0.4,0.1,0.6,22.2,0.1,0.6,22.2,33.3
2595,Ish Smith,82,24.9,0.7,0.3,0.7,35.6,0.2,0.6,33.3,49.2
2596,Ivan Rabb,36,14.3,1.0,0.5,0.9,54.5,-,-,-,54.5
2597,Ivica Zubac,43,9.5,0.1,0.0,0.2,22.2,0.0,0.0,0.0,22.2
2598,J.J. Barea,69,23.2,2.7,0.9,1.8,50.8,0.9,1.7,51.3,75.4
2599,JJ Redick,70,30.2,6.8,2.4,5.3,45.9,1.9,4.2,45.5,64.2
2600,JR Smith,80,28.1,4.4,1.5,3.8,39.1,1.5,3.7,39.4,58.4
2601,JaKarr Sampson,22,15.6,0.9,0.3,0.8,38.9,0.2,0.5,50.0,52.8
2602,JaMychal Green,55,28.0,3.0,1.1,3.2,36.0,0.7,2.1,34.2,47.4
2603,JaVale McGee,65,9.5,0.2,0.1,0.3,35.0,0.0,0.1,0.0,35.0
2604,Jabari Bird,13,8.8,0.7,0.2,0.6,37.5,0.2,0.5,42.9,56.3
2605,Jabari Parker,31,24.0,3.1,1.1,2.6,43.8,0.8,2.0,42.6,60.0
2606,Jack Cooley,7,12.5,0.0,0.0,0.4,0.0,-,-,-,0.0
2607,Jacob Pullen,3,2.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
2608,Jacob Wiley,5,6.7,0.6,0.2,0.4,50.0,0.2,0.4,50.0,75.0
2609,Jae Crowder,80,26.1,4.0,1.4,4.0,35.3,1.2,3.4,34.3,50.0
2610,Jahlil Okafor,28,12.6,0.1,0.1,0.2,40.0,0.0,0.1,0.0,40.0
2611,Jake Layman,35,4.6,0.3,0.1,0.7,16.7,0.1,0.5,21.1,25.0
2612,Jakob Poeltl,82,18.6,0.2,0.1,0.2,35.3,0.0,0.0,100,38.2
2613,Jalen Jones,16,11.3,1.5,0.5,1.3,38.1,0.5,1.3,38.1,57.1
2614,Jamal Crawford,80,20.7,2.7,1.0,2.4,40.2,0.8,2.1,37.9,57.1
2615,Jamal Murray,81,31.7,4.2,1.4,3.3,43.0,1.3,3.1,42.0,62.8
2616,Jameel Warney,3,9.0,0.7,0.3,1.0,33.3,-,-,-,33.3
2617,Jameer Nelson,50,20.3,1.6,0.5,1.6,34.6,0.5,1.4,35.7,50.6
2618,Jamel Artis,15,18.6,1.7,0.6,1.9,31.0,0.5,1.5,30.4,43.1
2619,James Ennis III,72,22.3,2.2,0.8,2.0,37.5,0.7,1.8,35.3,53.8
2620,James Harden,72,35.4,1.9,0.6,1.7,36.6,0.6,1.7,36.7,54.5
2621,James Johnson,73,26.6,2.0,0.7,2.2,31.8,0.7,2.0,33.6,47.1
2622,James Michael McAdoo,3,6.0,2.0,0.7,2.3,28.6,0.7,2.3,28.6,42.9
2623,James Webb III,10,12.0,1.2,0.4,2.0,20.0,0.4,1.9,21.1,30.0
2624,James Young,6,10.2,1.5,0.5,1.8,27.3,0.5,1.7,30.0,40.9
2625,Jamil Wilson,15,18.3,5.3,1.8,4.1,43.5,1.7,4.1,42.6,64.5
2626,Jared Dudley,48,14.3,1.9,0.7,1.8,37.6,0.6,1.6,37.7,54.7
2627,Jarell Eddie,3,2.9,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
2628,Jarell Martin,73,22.7,2.2,0.9,2.4,37.4,0.4,1.3,34.8,46.6
2629,Jarrett Allen,72,20.0,0.5,0.2,0.5,42.1,0.1,0.2,33.3,48.7
2630,Jarrett Jack,62,25.0,0.8,0.3,0.8,32.7,0.2,0.7,28.3,45.2
2631,Jason Smith,33,8.6,1.3,0.6,2.1,29.4,0.1,0.9,6.9,30.9
2632,Jason Terry,51,16.0,2.3,0.8,2.1,36.4,0.7,2.0,35.9,53.7
