年月,港口別,總計,進口貨,出口貨,國內貨
201404,花蓮港,1145965,215644,143700,786621
201404,蘇澳港,390650,217112,92059,81479
201404,安平港,101876,37830,9435,54611
201405,國際商港,20484928,13633361,4080936,2770631
201405,高雄港,9914641,6607819,2676912,629910
201405,臺中港,5516562,4392684,597640,526238
201405,基隆港,1950693,1084079,400490,466124
201405,臺北港,1473111,1123885,190594,158632
201405,花蓮港,1135359,197715,114700,822944
201405,蘇澳港,371651,170173,88135,113343
201405,安平港,122911,57006,12465,53440
201406,國際商港,22825536,16374953,4306506,2144077
201406,高雄港,10932927,7540804,2873746,518377
201406,臺中港,6428140,5408955,634979,384206
201406,臺北港,1890159,1610972,193628,85559
201406,基隆港,1862660,1125408,405835,331417
201406,花蓮港,1181665,298857,177420,705388
201406,蘇澳港,457892,350567,10000,97325
201406,安平港,72093,39390,10898,21805
201407,國際商港,22109790,15540994,4212895,2355901
201407,高雄港,10505452,7178908,2786875,539669
201407,臺中港,6573158,5469007,678962,425189
201407,基隆港,1742003,1032676,385072,324255
201407,臺北港,1590711,1313409,167693,109609
201407,花蓮港,1105963,178219,127300,800444
201407,蘇澳港,486272,323747,54824,107701
201407,安平港,106231,45028,12169,49034
201408,國際商港,21883873,15476451,4105206,2302216
201408,高雄港,10622800,7315603,2744927,562270
201408,臺中港,6155821,5159807,605128,390886
201408,基隆港,1849576,1055011,400057,394508
201408,臺北港,1719633,1417941,185473,116219
201408,花蓮港,1049545,232947,116300,700298
201408,蘇澳港,393438,245223,48500,99715
201408,安平港,93060,49919,4821,38320
201409,國際商港,21283522,15232019,3869382,2182121
201409,高雄港,10311044,7133332,2651321,526391
201409,臺中港,6010912,5112296,529008,369608
201409,基隆港,1800281,1116701,351814,331766
201409,臺北港,1548858,1302270,164509,82079
201409,花蓮港,1112737,281836,156550,674351
201409,蘇澳港,377449,216255,5800,155394
201409,安平港,122241,69329,10380,42532
201410,國際商港,20323143,14091518,3651405,2580220
201410,高雄港,9658844,6566938,2441153,650753
201410,臺中港,5710307,4723080,578754,408473
201410,基隆港,1829312,1026528,390836,411948
201410,臺北港,1583479,1322558,160564,100357
201410,花蓮港,1073309,181623,58500,833186
201410,蘇澳港,368905,217502,13050,138353
201410,安平港,98987,53289,8548,37150
201411,國際商港,21610114,15097416,4004742,2507956
201411,高雄港,10254472,7033111,2572562,648799
201411,臺中港,6255964,5139678,648012,468274
201411,基隆港,1690407,977781,368188,344438
201411,臺北港,1645387,1355247,155066,135074
201411,花蓮港,1138370,254406,188600,695364
201411,蘇澳港,530737,294198,60095,176444
201411,安平港,94777,42995,12219,39563
201412,國際商港,20121482,13722629,3776626,2622227
201412,高雄港,10262980,7027066,2636927,598987
201412,臺中港,4842968,3775173,579430,488365
201412,基隆港,1766335,1037993,332341,396001
201412,臺北港,1585773,1295283,130748,159742
201412,花蓮港,1058299,220301,77200,760798
201412,蘇澳港,501509,322833,7527,171149
201412,安平港,103618,43980,12453,47185
201501,國際商港,23265726,16859227,3888099,2518400
201501,高雄港,10680478,7575147,2555371,549960
201501,臺中港,7527741,6414882,659225,453634
201501,基隆港,1738765,1006952,360199,371614
201501,臺北港,1573477,1290048,178641,104788
201501,花蓮港,1167222,189905,101550,875767
201501,蘇澳港,429745,340557,15750,73438
201501,安平港,148298,41736,17363,89199
201502,國際商港,16973664,11784406,3118477,2070781
201502,高雄港,8116033,5467282,2151301,497450
201502,臺中港,5133041,4245304,444909,442828
201502,臺北港,1266207,1044305,138936,82966
201502,基隆港,1155205,645495,256081,253629
201502,花蓮港,922689,178191,113200,631298
201502,蘇澳港,302518,162396,9906,130216
201502,安平港,77971,41433,4144,32394
201503,國際商港,22613619,15864472,4361524,2387623
201503,高雄港,10814175,7298626,2901428,614121
201503,臺中港,6711077,5689873,695280,325924
201503,基隆港,1675632,978968,374976,321688
201503,臺北港,1639020,1296617,188596,153807
201503,花蓮港,1164539,265142,167000,732397
201503,蘇澳港,504249,283500,20517,200232
201503,安平港,104927,51746,13727,39454
201504,國際商港,20353292,14088919,3934153,2330220
201504,高雄港,8909322,5673204,2625435,610683
201504,臺中港,6567298,5443027,682217,442054
201504,臺北港,1729964,1429607,184186,116171
201504,基隆港,1692851,986077,319176,387598
201504,花蓮港,1024966,234292,104000,686674
201504,蘇澳港,330139,267706,12010,50423
201504,安平港,98752,55006,7129,36617
201505,國際商港,20283236,13741850,4039952,2501434
201505,高雄港,9245864,5989565,2597530,658769
201505,臺中港,5876976,4737682,717300,421994
201505,基隆港,1795385,1101280,370326,323779
201505,臺北港,1736774,1361367,221141,154266
201505,花蓮港,1100511,261114,103900,735497
201505,蘇澳港,444542,260736,13846,169960
201505,安平港,83184,30106,15909,37169
201506,國際商港,19352822,13463546,3537922,2351354
201506,高雄港,8243445,5314006,2329618,599821
201506,臺中港,6577604,5505439,609986,462179
201506,基隆港,1636691,962360,298648,375683
201506,臺北港,1550205,1268114,186247,95844
201506,花蓮港,938000,173136,103500,661364
201506,蘇澳港,345351,219877,3072,122402
201506,安平港,61526,20614,6851,34061
201507,國際商港,19134604,13194206,3621322,2319076
201507,高雄港,9312014,6279005,2395755,637254
201507,臺中港,4935705,4028358,549313,358034
201507,基隆港,1833636,1129228,313155,391253
201507,臺北港,1402366,1134797,191349,76220
201507,花蓮港,1064913,240618,147700,676595
201507,蘇澳港,495429,341346,10825,143258
201507,安平港,90541,40854,13225,36462
201508,國際商港,20917125,15159365,3613969,2143791
201508,高雄港,9221575,6291512,2400704,529359
201508,臺中港,6956036,5916254,586593,453189
201508,基隆港,1661907,1073806,308456,279645
201508,臺北港,1632737,1304776,186880,141081
201508,花蓮港,931122,236953,101700,592469
201508,蘇澳港,435318,295497,16173,123648
201508,安平港,78430,40567,13463,24400
201509,國際商港,19260208,13521025,3679144,2060039
201509,高雄港,9303314,6304613,2461810,536891
201509,臺中港,5567554,4682300,592619,292635
201509,臺北港,1574757,1255903,182853,136001
201509,基隆港,1547372,917290,284327,345755
201509,花蓮港,855520,170103,149600,535817
201509,蘇澳港,325992,147952,3000,175040
201509,安平港,85699,42864,4935,37900
201510,國際商港,19896177,13764146,3816959,2315072
201510,高雄港,9188469,6074549,2528104,585816
201510,臺中港,5946370,4848802,671132,426436
201510,臺北港,1649938,1280654,182280,187004
201510,基隆港,1575966,885997,335624,354345
201510,花蓮港,935831,237761,81150,616920
201510,蘇澳港,499164,373145,13668,112351
201510,安平港,100439,63238,5001,32200
201511,國際商港,19613646,13875934,3624211,2113501
201511,高雄港,9161768,6193065,2422026,546677
201511,臺中港,6181643,5192250,618461,370932
201511,臺北港,1492978,1212783,183267,96928
201511,基隆港,1431617,841081,288120,302416
201511,花蓮港,935266,169245,93700,672321
201511,蘇澳港,335246,241024,9821,84401
201511,安平港,75128,26486,8816,39826
201512,國際商港,19017194,13059604,3632020,2325570
201512,高雄港,8705472,5719008,2427165,559299
201512,臺中港,5652452,4627312,612588,412552
201512,基隆港,1621597,924295,293757,403545
201512,臺北港,1528316,1207679,187329,133308
201512,花蓮港,975082,240398,84365,650319
201512,蘇澳港,442535,298853,15860,127822
201512,安平港,91740,42059,10956,38725
201601,國際商港,19237075,13310939,3662367,2263769
201601,高雄港,8507572,5592301,2265780,649491
201601,臺中港,5789081,4664956,738156,385969
201601,臺北港,1887180,1497537,202168,187475
201601,基隆港,1587220,965682,282174,339364
201601,花蓮港,866827,239101,130400,497326
201601,蘇澳港,497478,291698,34317,171463
201601,安平港,101717,59664,9372,32681
201602,國際商港,17426490,12217769,3511980,1696741
201602,高雄港,8859045,6027315,2409889,421841
201602,臺中港,5554191,4534585,565878,453728
201602,臺北港,1080163,817492,173980,88691
201602,基隆港,876754,490657,215039,171058
201602,花蓮港,598536,102538,133500,362498
201602,蘇澳港,387132,196929,9190,181013
201602,安平港,70669,48253,4504,17912
201603,國際商港,21833624,15170008,4321024,2342592
201603,高雄港,10553346,7218351,2771087,563908
201603,臺中港,6531226,5205904,867698,457624
201603,臺北港,1740592,1293238,208910,238444
201603,基隆港,1499895,863550,317517,318828
201603,花蓮港,930533,303637,127000,499896
201603,蘇澳港,469413,231418,19870,218125
201603,安平港,108619,53910,8942,45767
201604,國際商港,21041064,14470246,4186179,2384639
201604,高雄港,10090676,6639758,2848657,602261
201604,臺中港,6401539,5245238,673747,482554
201604,臺北港,1836914,1331971,219651,285292
201604,基隆港,1416921,839044,295570,282307
201604,花蓮港,732393,92164,121000,519229
201604,蘇澳港,455044,261490,14209,179345
201604,安平港,107577,60581,13345,33651
201605,國際商港,23021469,16307682,4341363,2372424
201605,高雄港,11027061,7448826,3001103,577132
201605,臺中港,6946659,5722023,729084,495552
201605,臺北港,2153276,1652444,231893,268939
201605,基隆港,1617432,948714,290827,377891
201605,花蓮港,764550,212015,50000,502535
201605,蘇澳港,348160,214477,29090,104593
201605,安平港,164331,109183,9366,45782
201606,國際商港,19756188,13781573,4135714,1838901
201606,高雄港,9129884,5940264,2755807,433813
201606,臺中港,6194617,5180674,716312,297631
201606,臺北港,1699966,1383308,219024,97634
201606,基隆港,1515176,868535,286222,360419
201606,花蓮港,760773,168771,124500,467502
201606,蘇澳港,375086,206955,17385,150746
201606,安平港,80686,33066,16464,31156
201607,國際商港,21244939,15139890,4153479,1951570
201607,高雄港,9814506,6504723,2773450,536333
201607,臺中港,6958406,5879820,669032,409554
201607,臺北港,1748461,1459141,242063,47257
201607,基隆港,1446041,854233,281385,310423
201607,花蓮港,842606,191603,146550,504453
201607,蘇澳港,329007,196366,27191,105450
201607,安平港,105912,54004,13808,38100
201608,國際商港,21243321,15016825,4090985,2135511
201608,高雄港,10163987,6877983,2805369,480635
201608,臺中港,6164593,5066749,682704,415140
201608,臺北港,1769825,1439295,220386,110144
201608,基隆港,1625528,1027587,268742,329199
201608,花蓮港,928588,277648,81900,569040
201608,蘇澳港,493042,264001,22872,206169
201608,安平港,97758,63562,9012,25184
201609,國際商港,17027943,11968466,3474373,1585104
201609,高雄港,7863266,5041779,2394562,426925
201609,臺中港,5649694,4828698,508834,312162
201609,臺北港,1291250,1044377,187919,58954
201609,基隆港,1153223,660273,223571,269379
201609,花蓮港,678501,156469,130104,391928
201609,蘇澳港,302010,185231,20023,96756
201609,安平港,89999,51639,9360,29000
201610,國際商港,22962333,16427296,4358364,2176673
201610,高雄港,10545699,7270982,2814982,459735
201610,臺中港,7537322,6172882,814490,549950
201610,臺北港,1933096,1564250,237056,131790
201610,基隆港,1509432,921636,290844,296952
201610,花蓮港,937554,189558,149616,598380
201610,蘇澳港,406052,253176,46010,106866
201610,安平港,93178,54812,5366,33000
201611,國際商港,20666772,14767837,4022020,1876915
201611,高雄港,9929263,6815219,2684669,429375
201611,臺中港,6283994,5226591,685235,372168
201611,臺北港,1727849,1461044,200337,66468
201611,基隆港,1360546,784223,281397,294926
201611,花蓮港,877932,202094,143724,532114
201611,蘇澳港,400198,235951,21736,142511
201611,安平港,86990,42715,4922,39353
201612,國際商港,20561647,14039882,4097839,2423926
201612,高雄港,10136511,6795361,2771676,569474
201612,臺中港,5448048,4240512,718790,488746
201612,臺北港,1875074,1528406,216584,130084
201612,基隆港,1616076,1000205,278092,337779
201612,花蓮港,770212,136296,91719,542197
201612,蘇澳港,385266,271777,11135,102354
201612,安平港,330460,67325,9843,253292
201701,國際商港,21471287,15666102,3780730,2024455
201701,高雄港,9958822,7020397,2636357,302068
201701,臺中港,6559138,5593294,504866,460978
201701,臺北港,1881019,1619915,215239,45865
201701,基隆港,1474891,961557,228603,284731
201701,花蓮港,820717,145607,146929,528181
201701,蘇澳港,393062,255388,39008,98666
201701,安平港,383638,69944,9728,303966
201702,國際商港,18753144,13451281,3795231,1506632
201702,高雄港,9354110,6462830,2587980,303300
201702,臺中港,5428075,4513160,626875,288040
201702,臺北港,1581693,1299766,221451,60476
201702,基隆港,1246187,757810,251866,236511
201702,花蓮港,742220,263131,77563,401526
201702,蘇澳港,270258,102910,26102,141246
201702,安平港,130601,51674,3394,75533
201703,國際商港,21548321,15574909,3983282,1990130
201703,高雄港,10309258,7157454,2700191,451613
201703,臺中港,6753962,5607001,670086,476875
201703,臺北港,1722782,1413690,229249,79843
201703,基隆港,1552081,989859,274516,287706
201703,花蓮港,689610,99677,77560,512373
201703,蘇澳港,395591,222951,23820,148820
201703,安平港,125037,84277,7860,32900
201704,國際商港,21302546,15523003,3967803,1811740
201704,高雄港,10012840,7085221,2605137,322482
201704,臺中港,6301054,5181593,684715,434746
201704,臺北港,2083267,1716709,259129,107429
201704,基隆港,1437288,886689,267668,282931
201704,花蓮港,867824,257786,115910,494128
201704,蘇澳港,472307,315749,24434,132124
201704,安平港,127966,79256,10810,37900
201705,國際商港,22301276,16229191,4182018,1890067
201705,高雄港,10659379,7313843,2890639,454897
201705,臺中港,7065879,6002951,633296,429632
201705,臺北港,1805525,1399830,264261,141434
201705,基隆港,1520862,995726,283163,241973
201705,花蓮港,717179,151954,94746,470479
201705,蘇澳港,407875,279843,12245,115787
201705,安平港,124577,85044,3668,35865
201706,國際商港,19962974,14069972,3842895,2050107
201706,高雄港,9539096,6434241,2631010,473845
201706,臺中港,6039926,5024540,599090,416296
201706,臺北港,1814254,1349053,257979,207222
201706,基隆港,1492374,876982,262029,353363
201706,花蓮港,735179,183306,67000,484873
201706,蘇澳港,269549,168361,15080,86108
201706,安平港,72596,33489,10707,28400
201707,國際商港,21371357,15064478,4410266,1896613
201707,高雄港,9831625,6416281,3003270,412074
201707,臺中港,6645540,5471785,734229,439526
201707,臺北港,2189099,1775124,278573,135402
201707,基隆港,1485303,930910,289419,264974
201707,花蓮港,770397,231761,91402,447234
201707,蘇澳港,347093,176297,6680,164116
201707,安平港,102300,62320,6693,33287
201708,國際商港,20722449,14946332,4071596,1704521
201708,高雄港,9362685,6275571,2742213,344901
201708,臺中港,6815250,5689172,674301,451777
201708,臺北港,1920810,1596885,260426,63499
201708,基隆港,1388821,866815,279932,242074
201708,花蓮港,774888,234323,69900,470665
201708,蘇澳港,366464,232619,36969,96876
201708,安平港,93531,50947,7855,34729
201709,國際商港,20500845,14819421,3931852,1749572
201709,高雄港,9761621,6791439,2575135,395047
201709,臺中港,6149571,5053582,667817,428172
201709,臺北港,2066686,1709793,289979,66914
201709,基隆港,1422906,849491,283965,289450
201709,花蓮港,623266,137498,73943,411825
201709,蘇澳港,366279,212296,36119,117864
201709,安平港,110516,65322,4894,40300
201710,國際商港,19772029,14223698,3938636,1609695
201710,高雄港,8863246,5968589,2568109,326548
201710,臺中港,6351415,5253949,679798,417668
201710,臺北港,2011949,1666259,244489,101201
201710,基隆港,1402402,805123,291198,306081
201710,花蓮港,678522,250448,101400,326674
201710,蘇澳港,362520,216644,44653,101223
201710,安平港,101975,62686,8989,30300
201711,國際商港,18708450,12942391,3989423,1776636
201711,高雄港,8645658,5764173,2518628,362857
201711,臺中港,5645841,4502532,752712,390597
201711,臺北港,1806263,1436341,278087,91835
201711,基隆港,1624034,929998,310622,383414
201711,花蓮港,624488,97330,98420,428738
201711,蘇澳港,227848,121483,27348,79017
201711,安平港,134318,90534,3606,40178
201712,國際商港,20069790,14187692,4071008,1811090
201712,高雄港,9772632,6748636,2658075,365921
201712,臺中港,5592590,4365811,720536,506243
201712,臺北港,2239987,1833146,300583,106258
201712,基隆港,1416853,810561,277452,328840
201712,花蓮港,621524,155510,82800,383214
201712,蘇澳港,313070,215850,22406,74814
201712,安平港,113134,58178,9156,45800
201801,國際商港,21501839,15200343,4289741,2011755
201801,高雄港,9433161,6265449,2824593,343119
201801,臺中港,7179862,5869694,704812,605356
201801,臺北港,2163079,1731483,305917,125679
201801,基隆港,1479850,846275,341080,292495
201801,花蓮港,774471,237333,74994,462144
201801,蘇澳港,380008,206857,24789,148362
201801,安平港,91408,43252,13556,34600
201802,國際商港,17072257,12011660,3526508,1534089
201802,高雄港,8337627,5602031,2432972,302624
201802,臺中港,5101750,4108771,510627,482352
201802,臺北港,1670143,1287125,268433,114585
201802,基隆港,1044658,618435,229735,196488
201802,花蓮港,492569,152859,56430,283280
201802,蘇澳港,339407,198129,19318,121960
201802,安平港,86103,44310,8993,32800
201803,國際商港,21349032,14732512,4367525,2248995
201803,高雄港,11042210,7772615,2871823,397772
201803,臺中港,5992106,4593960,741696,656450
201803,臺北港,1683681,1118532,340999,224150
201803,基隆港,1513962,907691,304518,301753
201803,花蓮港,554479,48968,61100,444411
201803,蘇澳港,425266,201144,38463,185659
201803,安平港,137328,89602,8926,38800
201804,國際商港,19667710,13775328,4000394,1891988
201804,高雄港,9296825,6341399,2583234,372192
201804,臺中港,6350389,5174635,707205,468549
201804,基隆港,1344689,767154,274759,302776
201804,臺北港,1325616,880286,326246,119084
201804,花蓮港,754012,263357,62000,428655
201804,蘇澳港,465339,279044,32463,153832
201804,安平港,130840,69453,14487,46900
201805,國際商港,21168665,14561625,4399555,2207485
201805,高雄港,10268833,7037597,2912661,318575
201805,臺中港,6297796,4975055,722463,600278
201805,臺北港,1749797,1259514,323014,167269
201805,基隆港,1616764,853476,335407,427881
201805,花蓮港,739818,197025,83835,458958
201805,蘇澳港,410007,201079,12900,196028
201805,安平港,85650,37879,9275,38496
201806,國際商港,20839357,14546158,4162000,2131199
201806,高雄港,9814295,6660156,2715702,438437
201806,臺中港,6510849,5337283,678594,494972
201806,基隆港,1630468,965189,303204,362075
201806,臺北港,1488127,989195,336095,162837
201806,花蓮港,867703,279036,78000,510667
201806,蘇澳港,376575,216387,31913,128275
201806,安平港,151340,98912,18492,33936
201807,國際商港,21800496,15491344,4184546,2124606
201807,高雄港,9893101,6729285,2715486,448330
201807,臺中港,7303165,6077780,748272,477113
201807,基隆港,1695842,992663,305855,397324
201807,臺北港,1652824,1192125,313141,147558
201807,花蓮港,679987,130920,74358,474709
201807,蘇澳港,467873,305848,13253,148772
201807,安平港,107704,62723,14181,30800
201808,國際商港,19756028,14047513,3731566,1976949
201808,高雄港,9390976,6600697,2381218,409061
201808,臺中港,6366794,5217076,661571,488147
201808,臺北港,1566448,1145431,292940,128077
201808,基隆港,1384708,760197,318145,306366
201808,花蓮港,596006,79347,66020,450639
201808,蘇澳港,343860,181444,3800,158616
201808,安平港,107236,63321,7872,36043
201809,國際商港,19996936,13881564,4237912,1877460
201809,高雄港,10127610,7008908,2737352,381350
201809,臺中港,5789077,4664703,740678,383696
201809,臺北港,1410510,980186,334894,95430
201809,基隆港,1357442,690029,321211,346202
201809,花蓮港,768137,220874,58400,488863
201809,蘇澳港,416044,244468,26337,145239
201809,安平港,128116,72396,19040,36680
201810,國際商港,22096699,15655489,4359070,2082140
201810,基隆港,1428058,726792,300533,400733
201810,臺中港,7032711,5842700,724244,465767
201810,高雄港,10871913,7661279,2867545,343089
201810,花蓮港,869423,188857,113600,566966
201810,臺北港,1487577,992168,318046,177363
201810,蘇澳港,265482,177580,15180,72722
201810,安平港,141535,66113,19922,55500
201811,國際商港,17210186,11231934,3806151,2172101
201811,基隆港,1375281,712193,299185,363903
201811,臺中港,3465549,2492694,554751,418104
201811,高雄港,9731373,6835721,2525896,369756
201811,花蓮港,715960,88920,104250,522790
201811,臺北港,1418159,893845,287141,237173
201811,蘇澳港,336595,146620,8000,181975
201811,安平港,167269,61941,26928,78400
201812,國際商港,20158089,13970551,4182536,2005002
201812,基隆港,1409779,712905,294107,402767
201812,臺中港,5424148,4363993,705273,354882
201812,高雄港,10589646,7461582,2746785,381279
201812,花蓮港,928392,280730,98795,548867
201812,臺北港,1407927,924942,307716,175269
201812,蘇澳港,263649,166011,4000,93638
201812,安平港,134548,60388,25860,48300
201901,國際商港,20523113,14292797,4071648,2158668
201901,基隆港,1428651,779133,257898,391620
201901,臺中港,6842980,5685471,665501,492008
201901,高雄港,9619573,6473380,2735400,410793
201901,花蓮港,757144,157124,106890,493130
201901,臺北港,1459862,1041974,265092,152796
201901,蘇澳港,302627,110590,23216,168821
201901,安平港,112276,45125,17651,49500
201902,國際商港,13741902,8915051,3219078,1607773
201902,基隆港,817908,330330,230530,257048
201902,臺中港,4290485,3341745,590193,358547
201902,高雄港,6873309,4485343,2003181,384785
201902,花蓮港,477828,34911,102250,340667
201902,臺北港,833097,494022,259433,79642
201902,蘇澳港,357952,189138,15930,152884
201902,安平港,91323,39562,17561,34200
201903,國際商港,20638050,14099563,4595760,1942727
201903,基隆港,1381384,737683,308761,334940
201903,臺中港,5948696,4773440,799478,375778
201903,高雄港,10214040,6924519,2971312,318209
201903,花蓮港,784858,182926,101420,500512
201903,臺北港,1753044,1234195,388380,130469
201903,蘇澳港,411912,166934,15500,229478
201903,安平港,144116,79866,10909,53341
201904,國際商港,19962879,13499523,4333642,2129714
201904,基隆港,1363029,698259,266535,398235
201904,臺中港,5673407,4579887,735758,357762
201904,高雄港,10393700,6941500,2919934,532266
201904,花蓮港,675945,53349,77025,545571
201904,臺北港,1477210,1048096,301661,127453
201904,蘇澳港,244466,122769,15600,106097
201904,安平港,135122,55663,17129,62330
201905,國際商港,19693275,13154620,4407041,2131614
201905,基隆港,1419664,731796,292600,395268
201905,臺中港,5561243,4425684,789673,345886
201905,高雄港,9799552,6339433,2833410,626709
201905,花蓮港,883251,283919,106650,492682
201905,臺北港,1559659,1068451,348078,143130
201905,蘇澳港,321024,209637,21448,89939
201905,安平港,148882,95700,15182,38000
201906,國際商港,20289879,13565105,4656513,2068261
201906,基隆港,1365084,698112,325104,341868
201906,臺中港,6023354,4788897,803198,431259
201906,高雄港,10239957,6624916,3057552,557489
201906,花蓮港,815670,206752,104940,503978
201906,臺北港,1457614,1016636,334771,106207
201906,蘇澳港,287455,187667,12060,87728
201906,安平港,100745,42125,18888,39732
201907,國際商港,21313452,14812848,4287769,2212835
201907,基隆港,1444623,721559,306852,416212
201907,臺中港,6408616,5246241,739045,423330
201907,高雄港,10632416,7285807,2851752,494857
201907,花蓮港,771886,193528,32700,545658
201907,臺北港,1396559,954806,322695,119058
201907,蘇澳港,572979,377223,23280,172476
201907,安平港,86373,33684,11445,41244
201908,國際商港,18867191,12653924,4163492,2049775
201908,基隆港,1154827,529272,272360,353195
201908,臺中港,5766954,4607416,738556,420982
201908,高雄港,9230421,6015600,2694513,520308
201908,花蓮港,723722,143955,95700,484067
201908,臺北港,1516328,1081284,324855,110189
201908,蘇澳港,341902,184473,18995,138434
201908,安平港,133037,91924,18513,22600
201909,國際商港,19407951,13362244,3814958,2230749
201909,基隆港,1263849,607300,265704,390845
201909,臺中港,6365219,5229305,680621,455293
201909,高雄港,9222135,6230119,2437664,554352
201909,花蓮港,638316,87015,88250,463051
201909,臺北港,1413290,943127,318760,151403
201909,蘇澳港,376441,200610,8626,167205
201909,安平港,128701,64768,15333,48600
201910,國際商港,18700199,12373043,3929033,2398123
201910,基隆港,1243554,546788,287442,409324
201910,臺中港,6019818,4724589,796597,498632
201910,高雄港,8807068,5827365,2420278,559425
201910,花蓮港,809098,142245,96625,570228
201910,臺北港,1374417,931926,306129,136362
201910,蘇澳港,291370,109218,15100,167052
201910,安平港,154874,90912,6862,57100
201911,國際商港,18763573,12872218,3680845,2210510
201911,基隆港,1160787,522249,279989,358549
201911,臺中港,5251208,4129412,704234,417562
201911,高雄港,9647508,6761605,2320072,565831
201911,花蓮港,683517,84006,42400,557111
201911,臺北港,1422982,997715,319695,105572
201911,蘇澳港,458601,294216,6000,158385
201911,安平港,138970,83015,8455,47500
201912,國際商港,18944005,12652851,4000080,2291074
201912,基隆港,1347791,645491,290954,411346
201912,臺中港,5439928,4162171,772135,505622
201912,高雄港,9345150,6252680,2522489,569981
201912,花蓮港,812484,199714,73110,539660
201912,臺北港,1569971,1175717,299191,95063
201912,蘇澳港,282986,155549,24835,102602
201912,安平港,145695,61529,17366,66800
202001,國際商港,15596668,9987740,3667976,1940952
202001,基隆港,1100833,551354,233741,315738
202001,臺中港,3581187,2735595,630103,215489
202001,高雄港,8770331,5798024,2372003,600304
202001,花蓮港,619898,88619,77800,453479
202001,臺北港,1079482,666793,307429,105260
202001,蘇澳港,325129,97994,27253,199882
202001,安平港,119808,49361,19647,50800
202002,國際商港,18740643,12975946,3799753,1964944
202002,基隆港,1050065,410246,205358,434461
202002,臺中港,6152447,5229149,705156,218142
202002,高雄港,9084338,6046887,2512777,524674
202002,花蓮港,704866,159054,57300,488512
202002,臺北港,1141420,722726,294763,123931
202002,蘇澳港,478355,336646,14846,126863
202002,安平港,129152,71238,9553,48361
202003,國際商港,20276115,13477138,4326217,2472760
202003,基隆港,1449971,695515,271038,483418
202003,臺中港,5619466,4454007,727502,437957
202003,高雄港,9909960,6550915,2865080,493965
202003,花蓮港,899305,224806,70180,604319
202003,臺北港,1830843,1321832,363513,145498
202003,蘇澳港,360214,164490,17365,178359
202003,安平港,206356,65573,11539,129244
202004,國際商港,19609270,13846258,3327661,2435351
202004,基隆港,1467231,718269,220689,528273
202004,臺中港,6744720,5663323,647035,434362
202004,高雄港,8778226,6117634,2164465,496127
202004,花蓮港,722897,143899,0,578998
202004,臺北港,1484011,1020219,274267,189525
202004,蘇澳港,295972,131506,15000,149466
202004,安平港,116213,51408,6205,58600
202005,國際商港,18958635,12977546,3572376,2408713
202005,基隆港,1369513,658179,251140,460194
202005,臺中港,5882289,4769740,683554,428995
202005,高雄港,8721520,5914369,2217703,589448
202005,花蓮港,880066,221755,116050,542261
202005,臺北港,1605491,1112552,262812,230127
202005,蘇澳港,354777,213519,33070,108188
202005,安平港,144979,87432,8047,49500
202006,國際商港,18845268,12886520,3496481,2462267
202006,基隆港,1370021,597073,265047,507901
202006,臺中港,5914046,4729351,738295,446400
202006,高雄港,8787957,6062647,2131591,593719
202006,花蓮港,751746,110109,87270,554367
202006,臺北港,1519042,1118673,244099,156270
202006,蘇澳港,382046,210636,13300,158110
202006,安平港,120410,58031,16879,45500
202007,國際商港,19161682,12887402,3686418,2587862
202007,基隆港,1519056,683450,263268,572338
202007,臺中港,5708395,4499067,746893,462435
202007,高雄港,9249653,6460278,2198885,590490
202007,花蓮港,747895,73665,137932,536298
202007,臺北港,1465740,944769,310529,210442
202007,蘇澳港,353589,172191,14900,166498
202007,安平港,117354,53982,14011,49361
202008,國際商港,20733810,14624222,3797944,2311644
202008,基隆港,1410913,565135,275749,570029
202008,臺中港,7131356,5996665,754423,380268
202008,高雄港,9047513,6237205,2351442,458866
202008,花蓮港,760220,202922,60000,497298
202008,臺北港,1717904,1240401,288174,189329
202008,蘇澳港,548471,315419,58559,174493
202008,安平港,117433,66475,9597,41361
202009,國際商港,18516948,12589417,3728773,2198758
202009,基隆港,1288637,579659,262524,446454
202009,臺中港,6151120,4993861,729814,427445
202009,高雄港,8603478,5735225,2290829,577424
202009,花蓮港,699053,91982,115730,491341
202009,臺北港,1465614,1046235,291218,128161
202009,蘇澳港,212408,90084,32733,89591
202009,安平港,96638,52371,5925,38342
202010,國際商港,19328424,12882000,4141575,2304849
202010,基隆港,1371071,636770,282024,452277
202010,臺中港,6002671,4727002,829371,446298
202010,高雄港,9281852,6100270,2600997,580585
202010,花蓮港,743845,132645,81088,530112
202010,臺北港,1470058,1052995,319383,97680
202010,蘇澳港,343124,190408,19200,133516
202010,安平港,115803,41910,9512,64381
202011,國際商港,19819002,13321407,4051838,2445757
202011,基隆港,1353642,560244,313808,479590
202011,臺中港,6120572,4734065,852515,533992
202011,高雄港,9751625,6601565,2535421,614639
202011,花蓮港,738904,189685,60685,488534
202011,臺北港,1471868,997051,279949,194868
202011,蘇澳港,238328,158978,6360,72990
202011,安平港,144063,79819,3100,61144
202012,國際商港,18830277,12077457,3938967,2813853
202012,基隆港,1440007,640119,325657,474231
202012,臺中港,5874355,4579728,766420,528207
202012,高雄港,8562967,5330922,2480955,751090
202012,花蓮港,881297,182088,37080,662129
202012,臺北港,1638633,1080591,309715,248327
202012,蘇澳港,281909,197517,12090,72302
